timestamp,task_name,name,index,pcie_rx_bytes,dram_power,cpu_usage,temperature.memory,pcie.link.width.current,utilization.gpu [%],sm_occupancy,clocks.current.sm [MHz],dram_usage,nvlink_tx_bytes,power.draw [W],temperature.gpu,usage.memory [%],dram_active,nvlink_rx_bytes,sm_active,pcie.link.gen.current,clocks.current.memory [MHz],tensor_active,clocks.current.graphics [MHz],utilization.memory [%],pcie_tx_bytes,cpu_power
2025-05-07 14:32:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.11 W,2.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.27 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.25 W
2025-05-07 14:32:14.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.16 W,0.9 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,85.92 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.66 W
2025-05-07 14:32:14.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.22 W,2.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,90.47 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,140.63 W
2025-05-07 14:32:14.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.04 W,1.2 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.17 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,132.84 W
2025-05-07 14:32:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.23 W,1.6 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.67 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,143.04 W
2025-05-07 14:32:15.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.01 W,1.9 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.36 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,143.45 W
2025-05-07 14:32:15.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.99 W,0.3 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.07 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.40 W
2025-05-07 14:32:15.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.21 W,1.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.69 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.56 W
2025-05-07 14:32:15.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.18 W,4.3 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,86.81 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.54 W
2025-05-07 14:32:15.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.19 W,2.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.08 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.67 W
2025-05-07 14:32:15.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.13 W,1.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.21 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.92 W
2025-05-07 14:32:15.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.07 W,1.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,86.91 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.31 W
2025-05-07 14:32:15.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.01 W,0.3 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.49 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.00 W
2025-05-07 14:32:15.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.90 W,1.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,86.03 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.58 W
2025-05-07 14:32:16.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.29 W,2.1 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.00 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.88 W
2025-05-07 14:32:16.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.97 W,2.7 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,86.62 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.95 W
2025-05-07 14:32:16.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.18 W,2.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.31 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.35 W
2025-05-07 14:32:16.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.96 W,1.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.00 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.14 W
2025-05-07 14:32:16.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.15 W,1.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.10 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.56 W
2025-05-07 14:32:16.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.05 W,5.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.60 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.77 W
2025-05-07 14:32:16.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.23 W,4.4 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.48 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,143.88 W
2025-05-07 14:32:16.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.91 W,2.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.50 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.95 W
2025-05-07 14:32:16.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.17 W,2.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.50 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.17 W
2025-05-07 14:32:16.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.16 W,2.1 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.70 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.27 W
2025-05-07 14:32:17.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.27 W,1.2 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.19 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.59 W
2025-05-07 14:32:17.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.97 W,1.6 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.89 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.74 W
2025-05-07 14:32:17.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.92 W,1.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.70 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.39 W
2025-05-07 14:32:17.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.10 W,1.8 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.70 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.20 W
2025-05-07 14:32:17.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.16 W,2.2 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.70 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.73 W
2025-05-07 14:32:17.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.08 W,1.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.10 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.79 W
2025-05-07 14:32:17.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.01 W,1.6 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.27 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.61 W
2025-05-07 14:32:17.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.32 W,2.8 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.29 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.59 W
2025-05-07 14:32:17.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.24 W,3.4 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.29 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.84 W
2025-05-07 14:32:17.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.23 W,2.8 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.58 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.79 W
2025-05-07 14:32:18.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.92 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.67 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.14 W
2025-05-07 14:32:18.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.88 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.56 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.78 W
2025-05-07 14:32:18.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.07 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.96 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.12 W
2025-05-07 14:32:18.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.98 W,1.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.46 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.79 W
2025-05-07 14:32:18.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.38 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.67 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.75 W
2025-05-07 14:32:18.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.20 W,2.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.86 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.66 W
2025-05-07 14:32:18.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.17 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.86 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.71 W
2025-05-07 14:32:18.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.90 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.77 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.26 W
2025-05-07 14:32:18.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.99 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.89 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.68 W
2025-05-07 14:32:18.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.23 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.84 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.48 W
2025-05-07 14:32:19.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.21 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.84 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.26 W
2025-05-07 14:32:19.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.27 W,5.0 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.86 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,139.02 W
2025-05-07 14:32:19.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.01 W,2.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.77 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.02 W
2025-05-07 14:32:19.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.95 W,1.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.08 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.98 W
2025-05-07 14:32:19.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.30 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.98 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,150.05 W
2025-05-07 14:32:19.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.08 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.98 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.48 W
2025-05-07 14:32:19.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.17 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.08 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,140.55 W
2025-05-07 14:32:19.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.21 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.18 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,139.98 W
2025-05-07 14:32:19.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.06 W,1.8 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.08 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,142.58 W
2025-05-07 14:32:19.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.05 W,2.1 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.18 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,140.32 W
2025-05-07 14:32:20.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.03 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.18 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,137.05 W
2025-05-07 14:32:20.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.06 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.08 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,140.50 W
2025-05-07 14:32:20.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.17 W,2.8 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.18 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,141.70 W
2025-05-07 14:32:20.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.36 W,2.8 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.18 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,141.48 W
2025-05-07 14:32:20.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.19 W,2.7 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.28 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,139.98 W
2025-05-07 14:32:20.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.13 W,1.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.28 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.66 W
2025-05-07 14:32:20.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.10 W,2.5 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.28 W,56.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.01 W
2025-05-07 14:32:20.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.18 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.18 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.09 W
2025-05-07 14:32:20.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.17 W,1.8 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.25 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.13 W
2025-05-07 14:32:20.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.95 W,2.2 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.22 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.93 W
2025-05-07 14:32:21.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.32 W,6.7 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.37 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,151.05 W
2025-05-07 14:32:21.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.27 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,89.08 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.50 W
2025-05-07 14:32:21.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.11 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.69 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.21 W
2025-05-07 14:32:21.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.21 W,1.9 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.69 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.97 W
2025-05-07 14:32:21.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.05 W,1.6 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.60 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,150.37 W
2025-05-07 14:32:21.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.29 W,3.1 %,57.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.79 W,55.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,150.19 W
