timestamp,task_name,name,index,cpu_power,utilization.gpu [%],tensor_active,dram_power,cpu_usage,clocks.current.memory [MHz],sm_active,dram_usage,dram_active,power.draw [W],clocks.current.graphics [MHz],usage.memory [%],temperature.memory,utilization.memory [%],clocks.current.sm [MHz],temperature.gpu,pcie.link.width.current,nvlink_tx_bytes,pcie_tx_bytes,nvlink_rx_bytes,pcie.link.gen.current,pcie_rx_bytes,sm_occupancy
2025-05-07 14:39:22.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.02 W,0.00 %,0.00 %,9.14 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,91.30 W,1410 MHz,90.02 %,61.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:22.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.80 W,0.00 %,0.00 %,9.09 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.14 W,1410 MHz,90.02 %,61.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:22.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,135.17 W,0.00 %,0.00 %,9.18 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.31 W,1410 MHz,90.02 %,61.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:22.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,128.24 W,0.00 %,0.00 %,9.37 W,3.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.72 W,1410 MHz,90.02 %,61.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:22.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,140.63 W,0.00 %,0.00 %,9.34 W,4.0 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.78 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:22.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.38 W,0.00 %,0.00 %,9.18 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.07 W,1410 MHz,90.02 %,61.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:22.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.79 W,0.00 %,0.00 %,8.97 W,0.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.31 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:22.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.98 W,0.00 %,0.00 %,9.35 W,3.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.31 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:22.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.87 W,0.00 %,0.00 %,9.20 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.21 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:22.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.39 W,0.00 %,0.00 %,9.17 W,2.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.08 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.63 W,0.00 %,0.00 %,9.01 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.03 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.41 W,0.00 %,0.00 %,9.09 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.18 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.32 W,0.00 %,0.00 %,9.18 W,0.3 %,1512 MHz,0.00 %,5.6 %,0.00 %,81.89 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.63 W,0.00 %,0.00 %,9.22 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,81.89 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.17 W,0.00 %,0.00 %,9.08 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.98 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.13 W,0.00 %,0.00 %,9.25 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.49 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,142.97 W,0.00 %,0.00 %,9.34 W,3.7 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.60 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.14 W,0.00 %,0.00 %,9.16 W,3.7 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.58 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,139.16 W,0.00 %,0.00 %,9.21 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.49 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:23.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,140.69 W,0.00 %,0.00 %,9.07 W,1.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.79 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.63 W,0.00 %,0.00 %,9.07 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.49 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.11 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.73 W,0.00 %,0.00 %,9.30 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.98 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.58 W,0.00 %,0.00 %,9.14 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.49 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.15 W,0.00 %,0.00 %,9.33 W,2.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.08 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.16 W,0.00 %,0.00 %,9.18 W,3.7 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.89 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,58.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.24 W,0.00 %,0.00 %,9.27 W,3.7 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.25 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.39 W,0.00 %,0.00 %,9.33 W,3.4 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.98 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.50 W,0.00 %,0.00 %,9.25 W,3.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.57 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.67 W,0.00 %,0.00 %,9.08 W,3.3 %,1512 MHz,0.00 %,5.6 %,0.00 %,88.58 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:24.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.33 W,0.00 %,0.00 %,9.17 W,3.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.32 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.90 W,0.00 %,0.00 %,9.25 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.54 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.90 W,0.00 %,0.00 %,9.14 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.37 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.69 W,0.00 %,0.00 %,9.15 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.47 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.95 W,0.00 %,0.00 %,8.98 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.47 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.52 W,0.00 %,0.00 %,9.04 W,1.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.44 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.95 W,0.00 %,0.00 %,9.17 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.67 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,142.12 W,0.00 %,0.00 %,9.26 W,3.4 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.78 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.09 W,0.00 %,0.00 %,9.37 W,1.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.67 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.31 W,0.00 %,0.00 %,9.10 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.67 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:25.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,140.29 W,0.00 %,0.00 %,9.05 W,2.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.84 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.86 W,0.00 %,0.00 %,9.18 W,2.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.76 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.61 W,0.00 %,0.00 %,9.35 W,3.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.87 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.53 W,0.00 %,0.00 %,9.20 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.84 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.40 W,0.00 %,0.00 %,8.93 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.78 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.29 W,0.00 %,0.00 %,8.96 W,1.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.82 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.75 W,0.00 %,0.00 %,9.07 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.92 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,140.27 W,0.00 %,0.00 %,9.04 W,1.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.16 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,140.86 W,0.00 %,0.00 %,9.14 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.04 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.56 W,0.00 %,0.00 %,9.32 W,5.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.16 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:26.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.78 W,0.00 %,0.00 %,9.00 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.82 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.66 W,0.00 %,0.00 %,9.04 W,1.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.82 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.14 W,0.00 %,0.00 %,9.00 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.75 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.27 W,0.00 %,0.00 %,9.22 W,2.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.61 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.30 W,0.00 %,0.00 %,9.29 W,3.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.33 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.23 W,0.00 %,0.00 %,9.22 W,2.5 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.11 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.15 W,0.00 %,0.00 %,9.01 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.07 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.07 W,0.00 %,0.00 %,9.14 W,1.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.14 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.33 W,0.00 %,0.00 %,9.13 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.04 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.87 W,0.00 %,0.00 %,9.01 W,2.2 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.14 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:27.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.27 W,0.00 %,0.00 %,9.30 W,0.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.16 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.86 W,0.00 %,0.00 %,9.14 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,90.16 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.40 W,0.00 %,0.00 %,9.15 W,1.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,79.14 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,57.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.02 W,0.00 %,0.00 %,9.06 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.87 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.25 W,0.00 %,0.00 %,9.15 W,1.9 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.08 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.31 W,0.00 %,0.00 %,9.21 W,3.0 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.57 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.46 W,0.00 %,0.00 %,9.18 W,3.7 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.35 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.49 W,0.00 %,0.00 %,9.19 W,4.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.44 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.54 W,0.00 %,0.00 %,9.32 W,1.8 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.35 W,1410 MHz,90.02 %,59.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.68 W,0.00 %,0.00 %,9.25 W,0.6 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.52 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
2025-05-07 14:39:28.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.42 W,0.00 %,0.00 %,9.13 W,3.1 %,1512 MHz,0.00 %,5.6 %,0.00 %,89.52 W,1410 MHz,90.02 %,57.00 °C,0.00 %,1410 MHz,56.00 °C,16,0.00 GB/s,0.12 GB/s,0.00 GB/s,4,0.05 GB/s,0.00 %
