timestamp,task_name,name,index,clocks.current.graphics [MHz],temperature.memory,dram_active,utilization.gpu [%],nvlink_tx_bytes,power.draw [W],usage.memory [%],sm_occupancy,pcie.link.width.current,utilization.memory [%],sm_active,cpu_power,pcie.link.gen.current,clocks.current.sm [MHz],nvlink_rx_bytes,clocks.current.memory [MHz],pcie_tx_bytes,cpu_usage,dram_usage,dram_power,pcie_rx_bytes,temperature.gpu,tensor_active
2025-05-07 15:46:07.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,89.87 W,90.02 %,0.00 %,16,0.00 %,0.00 %,151.12 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.5 %,5.7 %,9.03 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:07.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,91.72 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.68 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.13 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:07.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,93.07 W,90.02 %,0.00 %,16,0.00 %,0.00 %,152.27 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.4 %,5.7 %,9.10 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:07.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,92.67 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.01 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.8 %,5.7 %,8.96 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:07.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,91.59 W,90.02 %,0.00 %,16,0.00 %,0.00 %,150.52 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.7 %,5.7 %,9.29 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:07.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,93.17 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.07 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.8 %,5.7 %,8.94 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:07.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,92.30 W,90.02 %,0.00 %,16,0.00 %,0.00 %,151.08 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.8 %,5.7 %,9.21 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:07.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,92.48 W,90.02 %,0.00 %,16,0.00 %,0.00 %,146.82 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.8 %,5.7 %,9.08 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:07.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,90.66 W,90.02 %,0.00 %,16,0.00 %,0.00 %,150.28 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.7 %,5.7 %,9.23 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:07.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,90.97 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.31 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.00 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,91.45 W,90.02 %,0.00 %,16,0.00 %,0.00 %,144.52 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,8.99 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,91.45 W,90.02 %,0.00 %,16,0.00 %,0.00 %,149.85 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.7 %,5.7 %,9.27 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,93.11 W,90.02 %,0.00 %,16,0.00 %,0.00 %,146.12 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.2 %,5.7 %,9.10 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,89.97 W,90.02 %,0.00 %,16,0.00 %,0.00 %,146.66 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.11 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,90.64 W,90.02 %,0.00 %,16,0.00 %,0.00 %,151.92 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,2.5 %,5.7 %,9.03 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,90.47 W,90.02 %,0.00 %,16,0.00 %,0.00 %,149.69 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.16 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,91.33 W,90.02 %,0.00 %,16,0.00 %,0.00 %,150.36 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.13 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,91.40 W,90.02 %,0.00 %,16,0.00 %,0.00 %,143.54 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.1 %,5.7 %,8.92 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,91.50 W,90.02 %,0.00 %,16,0.00 %,0.00 %,145.35 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.8 %,5.7 %,8.99 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:08.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,88.39 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.02 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.5 %,5.7 %,9.12 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:09.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,89.87 W,90.02 %,0.00 %,16,0.00 %,0.00 %,150.80 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.8 %,5.7 %,9.34 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,88.60 W,90.02 %,0.00 %,16,0.00 %,0.00 %,145.43 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.2 %,5.7 %,9.07 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:09.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,90.26 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.41 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.22 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,88.29 W,90.02 %,0.00 %,16,0.00 %,0.00 %,150.46 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,4.3 %,5.7 %,9.25 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:09.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,88.50 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.99 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.8 %,5.7 %,9.06 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:09.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,87.22 W,90.02 %,0.00 %,16,0.00 %,0.00 %,150.17 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.8 %,5.7 %,9.46 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:09.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,87.41 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.77 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.5 %,5.7 %,9.22 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:09.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,87.21 W,90.02 %,0.00 %,16,0.00 %,0.00 %,149.48 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.5 %,5.7 %,9.27 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:09.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,87.11 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.04 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.1 %,5.7 %,9.29 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:09.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,86.71 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.65 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.8 %,5.7 %,8.93 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,86.91 W,90.02 %,0.00 %,16,0.00 %,0.00 %,143.32 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.03 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,86.71 W,90.02 %,0.00 %,16,0.00 %,0.00 %,146.66 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.18 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,86.71 W,90.02 %,0.00 %,16,0.00 %,0.00 %,146.76 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.21 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,86.62 W,90.02 %,0.00 %,16,0.00 %,0.00 %,145.59 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.5 %,5.7 %,9.09 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,85.73 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.55 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.02 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,84.34 W,90.02 %,0.00 %,16,0.00 %,0.00 %,149.41 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.7 %,5.7 %,9.28 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,85.04 W,90.02 %,0.00 %,16,0.00 %,0.00 %,151.83 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.8 %,5.7 %,9.21 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,85.17 W,90.02 %,0.00 %,16,0.00 %,0.00 %,149.15 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.5 %,5.7 %,9.18 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,89.18 W,90.02 %,0.00 %,16,0.00 %,0.00 %,149.52 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.2 %,5.7 %,9.19 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:10.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,84.16 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.23 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.8 %,5.7 %,9.16 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,90.67 W,90.02 %,0.00 %,16,0.00 %,0.00 %,149.83 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.22 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,90.67 W,90.02 %,0.00 %,16,0.00 %,0.00 %,145.29 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.2 %,5.7 %,9.26 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,83.19 W,90.02 %,0.00 %,16,0.00 %,0.00 %,137.23 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.11 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.58 W,90.02 %,0.00 %,16,0.00 %,0.00 %,132.79 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.17 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.41 W,90.02 %,0.00 %,16,0.00 %,0.00 %,139.43 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.2 %,5.7 %,9.02 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.01 W,90.02 %,0.00 %,16,0.00 %,0.00 %,142.25 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.2 %,5.7 %,8.99 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.07 W,90.02 %,0.00 %,16,0.00 %,0.00 %,146.17 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.22 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.21 W,90.02 %,0.00 %,16,0.00 %,0.00 %,134.77 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.2 %,5.7 %,9.13 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.00 W,90.02 %,0.00 %,16,0.00 %,0.00 %,149.18 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,4.7 %,5.7 %,9.21 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,81.71 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.71 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.2 %,5.7 %,9.08 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.11 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.41 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,0.3 %,5.7 %,9.10 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.11 W,90.02 %,0.00 %,16,0.00 %,0.00 %,144.56 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.14 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,90.45 W,90.02 %,0.00 %,16,0.00 %,0.00 %,151.09 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,8.97 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.77 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.95 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.14 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,83.60 W,90.02 %,0.00 %,16,0.00 %,0.00 %,146.85 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.15 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,83.18 W,90.02 %,0.00 %,16,0.00 %,0.00 %,142.13 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.5 %,5.7 %,9.16 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.50 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.60 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.7 %,5.7 %,9.33 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.86 W,90.02 %,0.00 %,16,0.00 %,0.00 %,134.73 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.1 %,5.7 %,9.07 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.67 W,90.02 %,0.00 %,16,0.00 %,0.00 %,145.33 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,4.0 %,5.7 %,9.22 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:12.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.50 W,90.02 %,0.00 %,16,0.00 %,0.00 %,150.55 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.3 %,5.7 %,9.15 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.38 W,90.02 %,0.00 %,16,0.00 %,0.00 %,153.98 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.4 %,5.7 %,9.10 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.47 W,90.02 %,0.00 %,16,0.00 %,0.00 %,154.80 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.1 %,5.7 %,9.18 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,82.47 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.08 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.5 %,5.7 %,9.03 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:13.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,89.85 W,90.02 %,0.00 %,16,0.00 %,0.00 %,145.48 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,4.7 %,5.7 %,9.22 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,83.37 W,90.02 %,0.00 %,16,0.00 %,0.00 %,143.33 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.11 GB/s,3.4 %,5.7 %,9.28 W,0.05 GB/s,57.00 °C,0.00 %
2025-05-07 15:46:13.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,83.96 W,90.02 %,0.00 %,16,0.00 %,0.00 %,141.55 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.16 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,83.50 W,90.02 %,0.00 %,16,0.00 %,0.00 %,141.58 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,0.6 %,5.7 %,9.19 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,83.50 W,90.02 %,0.00 %,16,0.00 %,0.00 %,140.49 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.2 %,5.7 %,9.11 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,88.89 W,90.02 %,0.00 %,16,0.00 %,0.00 %,141.55 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.2 %,5.7 %,9.18 W,0.05 GB/s,56.00 °C,0.00 %
2025-05-07 15:46:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,59.00 °C,0.00 %,0.00 %,0.00 GB/s,85.24 W,90.02 %,0.00 %,16,0.00 %,0.00 %,145.50 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.5 %,5.7 %,9.03 W,0.05 GB/s,56.00 °C,0.00 %
