timestamp,task_name,name,index,pcie.link.width.current,temperature.memory,tensor_active,pcie_tx_bytes,usage.memory [%],temperature.gpu,cpu_power,dram_power,pcie.link.gen.current,cpu_usage,clocks.current.graphics [MHz],utilization.gpu [%],power.draw [W],sm_occupancy,nvlink_tx_bytes,dram_usage,clocks.current.memory [MHz],sm_active,pcie_rx_bytes,nvlink_rx_bytes,clocks.current.sm [MHz],utilization.memory [%],dram_active
2025-05-07 14:34:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,144.91 W,8.86 W,4,1.6 %,1410 MHz,0.00 %,84.75 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:01.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,146.45 W,8.96 W,4,1.6 %,1410 MHz,0.00 %,84.54 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,147.87 W,9.28 W,4,1.6 %,1410 MHz,0.00 %,85.44 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,139.32 W,9.13 W,4,1.9 %,1410 MHz,0.00 %,85.13 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,141.18 W,8.98 W,4,1.9 %,1410 MHz,0.00 %,85.83 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,148.64 W,9.17 W,4,2.2 %,1410 MHz,0.00 %,86.13 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:01.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,149.89 W,9.16 W,4,3.4 %,1410 MHz,0.00 %,85.44 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,147.81 W,9.14 W,4,3.4 %,1410 MHz,0.00 %,85.63 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:02.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,150.01 W,9.14 W,4,1.9 %,1410 MHz,0.00 %,86.23 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,144.44 W,9.11 W,4,0.6 %,1410 MHz,0.00 %,86.33 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,148.21 W,9.17 W,4,1.9 %,1410 MHz,0.00 %,80.84 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,147.66 W,9.10 W,4,1.6 %,1410 MHz,0.00 %,87.50 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:02.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,149.39 W,9.19 W,4,5.5 %,1410 MHz,0.00 %,82.18 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,149.51 W,8.99 W,4,1.6 %,1410 MHz,0.00 %,82.18 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,151.50 W,9.38 W,4,3.4 %,1410 MHz,0.00 %,81.88 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,148.75 W,9.32 W,4,3.1 %,1410 MHz,0.00 %,83.47 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,148.74 W,9.03 W,4,1.5 %,1410 MHz,0.00 %,82.97 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,144.36 W,9.00 W,4,1.6 %,1410 MHz,0.00 %,84.05 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,149.22 W,9.32 W,4,2.5 %,1410 MHz,0.00 %,83.86 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,152.74 W,9.15 W,4,3.4 %,1410 MHz,0.00 %,83.67 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,152.52 W,8.90 W,4,2.2 %,1410 MHz,0.00 %,82.97 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,145.63 W,9.03 W,4,1.9 %,1410 MHz,0.00 %,82.58 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,147.77 W,9.05 W,4,1.9 %,1410 MHz,0.00 %,84.34 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,150.23 W,8.98 W,4,1.6 %,1410 MHz,0.00 %,84.64 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,148.57 W,8.93 W,4,1.9 %,1410 MHz,0.00 %,85.04 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,147.14 W,9.15 W,4,2.2 %,1410 MHz,0.00 %,84.25 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,145.25 W,8.98 W,4,1.6 %,1410 MHz,0.00 %,85.13 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,139.35 W,9.03 W,4,1.9 %,1410 MHz,0.00 %,85.92 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,138.25 W,9.16 W,4,1.9 %,1410 MHz,0.00 %,85.13 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,144.15 W,9.27 W,4,2.5 %,1410 MHz,0.00 %,84.54 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,146.13 W,9.24 W,4,4.6 %,1410 MHz,0.00 %,84.94 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,151.34 W,9.23 W,4,5.2 %,1410 MHz,0.00 %,85.34 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,149.33 W,9.35 W,4,3.1 %,1410 MHz,0.00 %,85.53 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,146.88 W,9.20 W,4,3.1 %,1410 MHz,0.00 %,86.23 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,150.22 W,9.14 W,4,2.5 %,1410 MHz,0.00 %,86.23 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,147.08 W,8.92 W,4,1.9 %,1410 MHz,0.00 %,86.13 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,140.40 W,9.18 W,4,1.9 %,1410 MHz,0.00 %,86.23 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,139.99 W,9.07 W,4,1.5 %,1410 MHz,0.00 %,86.23 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,146.27 W,8.96 W,4,1.8 %,1410 MHz,0.00 %,86.23 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,146.30 W,9.03 W,4,1.9 %,1410 MHz,0.00 %,87.20 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,142.40 W,9.09 W,4,1.6 %,1410 MHz,0.00 %,86.91 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,148.04 W,9.11 W,4,1.8 %,1410 MHz,0.00 %,86.81 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,150.68 W,9.29 W,4,2.5 %,1410 MHz,0.00 %,87.10 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,152.09 W,9.34 W,4,3.1 %,1410 MHz,0.00 %,87.10 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,147.64 W,9.04 W,4,2.8 %,1410 MHz,0.00 %,87.41 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,136.30 W,9.23 W,4,2.2 %,1410 MHz,0.00 %,87.31 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,142.16 W,9.09 W,4,1.9 %,1410 MHz,0.00 %,79.47 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,143.91 W,9.11 W,4,1.9 %,1410 MHz,0.00 %,87.70 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,145.46 W,8.98 W,4,1.9 %,1410 MHz,0.00 %,85.83 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,57.00 °C,145.86 W,9.07 W,4,1.6 %,1410 MHz,0.00 %,86.23 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,145.70 W,8.99 W,4,1.5 %,1410 MHz,0.00 %,86.42 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,143.11 W,9.13 W,4,1.5 %,1410 MHz,0.00 %,86.42 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,144.26 W,8.96 W,4,1.5 %,1410 MHz,0.00 %,87.21 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,144.79 W,9.04 W,4,1.3 %,1410 MHz,0.00 %,86.91 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,152.54 W,9.17 W,4,1.5 %,1410 MHz,0.00 %,86.62 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:06.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,151.27 W,9.27 W,4,4.6 %,1410 MHz,0.00 %,86.62 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,146.80 W,8.91 W,4,3.3 %,1410 MHz,0.00 %,86.62 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,149.50 W,9.03 W,4,3.5 %,1410 MHz,0.00 %,87.00 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,149.94 W,9.14 W,4,1.5 %,1410 MHz,0.00 %,87.21 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,147.73 W,8.96 W,4,1.8 %,1410 MHz,0.00 %,87.00 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,146.11 W,9.05 W,4,1.5 %,1410 MHz,0.00 %,87.01 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,147.90 W,9.06 W,4,1.5 %,1410 MHz,0.00 %,87.51 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,148.11 W,9.27 W,4,1.9 %,1410 MHz,0.00 %,87.60 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,146.50 W,8.97 W,4,1.6 %,1410 MHz,0.00 %,87.60 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,149.19 W,9.29 W,4,2.7 %,1410 MHz,0.00 %,87.89 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:07.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,152.62 W,8.95 W,4,2.2 %,1410 MHz,0.00 %,87.80 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:08.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,150.92 W,8.99 W,4,1.6 %,1410 MHz,0.00 %,88.10 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:08.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,148.47 W,9.37 W,4,4.0 %,1410 MHz,0.00 %,88.19 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:08.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,142.08 W,9.16 W,4,3.1 %,1410 MHz,0.00 %,88.00 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:08.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,57.00 °C,0.00 %,0.12 GB/s,90.02 %,56.00 °C,142.02 W,9.19 W,4,2.8 %,1410 MHz,0.00 %,88.39 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
