timestamp,task_name,name,index,pcie.link.width.current,sm_occupancy,sm_active,clocks.current.memory [MHz],tensor_active,pcie_tx_bytes,power.draw [W],nvlink_rx_bytes,dram_usage,temperature.memory,clocks.current.sm [MHz],dram_active,nvlink_tx_bytes,temperature.gpu,cpu_power,utilization.memory [%],utilization.gpu [%],cpu_usage,pcie.link.gen.current,clocks.current.graphics [MHz],dram_power,pcie_rx_bytes,usage.memory [%]
2025-05-07 14:40:16.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.14 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,133.83 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.19 W,0.05 GB/s,90.02 %
2025-05-07 14:40:16.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.62 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,124.87 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.17 W,0.05 GB/s,90.02 %
2025-05-07 14:40:16.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,84.64 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,119.54 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.15 W,0.05 GB/s,90.02 %
2025-05-07 14:40:16.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.63 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,121.16 W,0.00 %,0.00 %,1.5 %,4,1410 MHz,9.29 W,0.05 GB/s,90.02 %
2025-05-07 14:40:16.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,84.44 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,127.82 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.36 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.23 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,138.88 W,0.00 %,0.00 %,2.8 %,4,1410 MHz,9.24 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.67 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,148.27 W,0.00 %,0.00 %,1.2 %,4,1410 MHz,8.99 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,84.54 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,144.84 W,0.00 %,0.00 %,1.5 %,4,1410 MHz,8.95 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.57 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,132.39 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.21 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,84.83 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,132.98 W,0.00 %,0.00 %,3.1 %,4,1410 MHz,9.37 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,84.25 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,139.66 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.25 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,84.34 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,145.75 W,0.00 %,0.00 %,5.5 %,4,1410 MHz,9.33 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.77 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,152.99 W,0.00 %,0.00 %,1.2 %,4,1410 MHz,9.23 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.77 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,149.15 W,0.00 %,0.00 %,2.2 %,4,1410 MHz,8.93 W,0.05 GB/s,90.02 %
2025-05-07 14:40:17.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,90.76 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,147.19 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.09 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.13 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,145.29 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.20 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.53 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,147.42 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.10 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.73 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,153.54 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.27 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.81 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,146.14 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.12 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.32 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,133.67 W,0.00 %,0.00 %,2.8 %,4,1410 MHz,9.01 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.50 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,139.52 W,0.00 %,0.00 %,2.8 %,4,1410 MHz,9.27 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,84.15 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,145.79 W,0.00 %,0.00 %,3.4 %,4,1410 MHz,9.29 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.26 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,147.87 W,0.00 %,0.00 %,4.0 %,4,1410 MHz,9.27 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.76 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,149.09 W,0.00 %,0.00 %,4.3 %,4,1410 MHz,9.28 W,0.05 GB/s,90.02 %
2025-05-07 14:40:18.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,82.86 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,148.19 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.01 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.46 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,145.79 W,0.00 %,0.00 %,1.5 %,4,1410 MHz,9.10 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,82.38 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,145.29 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.14 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.67 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,141.19 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.16 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,82.57 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,144.72 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.12 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,83.07 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,144.00 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.33 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,82.28 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,148.72 W,0.00 %,0.00 %,1.5 %,4,1410 MHz,8.95 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,82.86 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,152.55 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.06 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,82.57 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,148.07 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.07 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,82.57 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,146.49 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.17 W,0.05 GB/s,90.02 %
2025-05-07 14:40:19.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,81.59 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,146.37 W,0.00 %,0.00 %,3.1 %,4,1410 MHz,9.33 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,82.38 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,145.26 W,0.00 %,0.00 %,1.8 %,4,1410 MHz,9.26 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,81.78 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,141.43 W,0.00 %,0.00 %,1.2 %,4,1410 MHz,9.24 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,82.18 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,146.07 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.07 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,81.30 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,146.03 W,0.00 %,0.00 %,1.8 %,4,1410 MHz,9.13 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,81.98 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,152.60 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.10 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,81.88 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,150.20 W,0.00 %,0.00 %,1.5 %,4,1410 MHz,9.09 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,81.99 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,145.24 W,0.00 %,0.00 %,2.5 %,4,1410 MHz,9.21 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.34 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,148.24 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.04 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.40 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,147.98 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.16 W,0.05 GB/s,90.02 %
2025-05-07 14:40:20.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,81.10 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,149.05 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,8.98 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,81.10 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,148.92 W,0.00 %,0.00 %,1.5 %,4,1410 MHz,9.19 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.60 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,147.94 W,0.00 %,0.00 %,3.4 %,4,1410 MHz,9.30 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.53 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,146.79 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.03 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.60 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,149.71 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.18 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.70 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,147.28 W,0.00 %,0.00 %,1.2 %,4,1410 MHz,9.13 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.22 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,144.49 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.18 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.42 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,149.09 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,8.94 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.49 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,57.00 °C,149.13 W,0.00 %,0.00 %,4.0 %,4,1410 MHz,9.40 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.30 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,149.21 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.18 W,0.05 GB/s,90.02 %
2025-05-07 14:40:21.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,79.84 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,147.16 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.14 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.32 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,151.75 W,0.00 %,0.00 %,5.5 %,4,1410 MHz,9.20 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.03 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,149.47 W,0.00 %,0.00 %,2.2 %,4,1410 MHz,9.13 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.20 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,148.33 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.05 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,79.84 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,148.00 W,0.00 %,0.00 %,4.9 %,4,1410 MHz,9.18 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.13 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,144.64 W,0.00 %,0.00 %,2.5 %,4,1410 MHz,9.14 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.13 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,138.33 W,0.00 %,0.00 %,2.5 %,4,1410 MHz,9.19 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.22 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,141.66 W,0.00 %,0.00 %,1.5 %,4,1410 MHz,9.17 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.03 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,144.24 W,0.00 %,0.00 %,3.4 %,4,1410 MHz,9.29 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,80.03 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,148.60 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.21 W,0.05 GB/s,90.02 %
2025-05-07 14:40:22.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,79.64 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,149.01 W,0.00 %,0.00 %,2.2 %,4,1410 MHz,9.02 W,0.05 GB/s,90.02 %
2025-05-07 14:40:23.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,79.81 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,146.03 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.31 W,0.05 GB/s,90.02 %
2025-05-07 14:40:23.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,79.64 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,149.13 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,8.92 W,0.05 GB/s,90.02 %
2025-05-07 14:40:23.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,79.81 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,147.90 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.17 W,0.05 GB/s,90.02 %
2025-05-07 14:40:23.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,79.54 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,147.73 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.17 W,0.05 GB/s,90.02 %
2025-05-07 14:40:23.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,79.53 W,0.00 GB/s,5.6 %,57.00 °C,1410 MHz,0.00 %,0.00 GB/s,56.00 °C,148.67 W,0.00 %,0.00 %,1.6 %,4,1410 MHz,9.11 W,0.05 GB/s,90.02 %
