timestamp,task_name,name,index,temperature.gpu,clocks.current.sm [MHz],temperature.memory,dram_power,cpu_usage,pcie.link.gen.current,nvlink_tx_bytes,power.draw [W],utilization.memory [%],utilization.gpu [%],sm_occupancy,sm_active,dram_usage,cpu_power,usage.memory [%],nvlink_rx_bytes,pcie_tx_bytes,pcie_rx_bytes,clocks.current.memory [MHz],tensor_active,clocks.current.graphics [MHz],pcie.link.width.current,dram_active
2025-05-07 15:47:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,61.00 °C,9.20 W,1.9 %,4,0.00 GB/s,92.98 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.88 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,61.00 °C,9.19 W,1.2 %,4,0.00 GB/s,92.98 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.47 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:00.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.15 W,1.6 %,4,0.00 GB/s,82.78 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,143.10 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.16 W,2.2 %,4,0.00 GB/s,82.38 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,139.36 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,8.96 W,2.5 %,4,0.00 GB/s,83.17 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,143.44 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,61.00 °C,9.09 W,1.9 %,4,0.00 GB/s,83.26 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.85 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.06 W,1.8 %,4,0.00 GB/s,83.57 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.07 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.25 W,4.0 %,4,0.00 GB/s,83.17 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.14 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.19 W,3.1 %,4,0.00 GB/s,83.36 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.12 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.19 W,2.2 %,4,0.00 GB/s,83.17 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.09 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.23 W,1.8 %,4,0.00 GB/s,83.07 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,140.20 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.17 W,1.9 %,4,0.00 GB/s,83.28 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.03 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:01.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.06 W,2.2 %,4,0.00 GB/s,82.97 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,143.88 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.11 W,1.8 %,4,0.00 GB/s,82.86 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,132.26 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.10 W,2.2 %,4,0.00 GB/s,84.06 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,141.14 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:02.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.25 W,6.3 %,4,0.00 GB/s,92.13 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,150.37 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.18 W,1.5 %,4,0.00 GB/s,88.69 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.93 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,8.94 W,1.5 %,4,0.00 GB/s,88.89 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,142.75 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:02.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.32 W,2.4 %,4,0.00 GB/s,89.37 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,141.54 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.27 W,2.4 %,4,0.00 GB/s,88.58 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,140.83 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.31 W,4.0 %,4,0.00 GB/s,88.39 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.19 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.18 W,2.8 %,4,0.00 GB/s,87.70 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.87 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.14 W,2.1 %,4,0.00 GB/s,91.75 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.77 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.12 W,2.4 %,4,0.00 GB/s,91.72 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.11 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.05 W,2.1 %,4,0.00 GB/s,91.72 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.92 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,59.00 °C,9.19 W,1.8 %,4,0.00 GB/s,91.81 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,140.61 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.05 W,1.8 %,4,0.00 GB/s,91.72 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,143.55 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.11 W,1.9 %,4,0.00 GB/s,91.55 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.80 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,8.97 W,1.5 %,4,0.00 GB/s,90.76 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,151.85 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.22 W,2.2 %,4,0.00 GB/s,91.16 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.04 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.08 W,1.9 %,4,0.00 GB/s,90.37 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,150.69 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.10 W,2.4 %,4,0.00 GB/s,90.54 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.70 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.26 W,2.8 %,4,0.00 GB/s,89.28 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.25 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.07 W,2.8 %,4,0.00 GB/s,88.60 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.23 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.16 W,1.9 %,4,0.00 GB/s,87.89 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.94 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.26 W,2.2 %,4,0.00 GB/s,88.10 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.89 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.03 W,1.9 %,4,0.00 GB/s,87.70 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.74 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.27 W,3.1 %,4,0.00 GB/s,88.20 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,151.55 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.39 W,7.9 %,4,0.00 GB/s,88.58 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,150.32 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.10 W,3.7 %,4,0.00 GB/s,86.62 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,151.93 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.27 W,2.2 %,4,0.00 GB/s,88.19 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,150.03 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.01 W,2.2 %,4,0.00 GB/s,89.86 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.71 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.37 W,1.9 %,4,0.00 GB/s,91.45 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.48 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.25 W,1.9 %,4,0.00 GB/s,87.10 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.17 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.11 W,4.3 %,4,0.00 GB/s,88.00 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.03 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.32 W,3.1 %,4,0.00 GB/s,89.18 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,150.50 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.15 W,1.9 %,4,0.00 GB/s,89.37 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.20 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.09 W,2.5 %,4,0.00 GB/s,89.76 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.14 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.18 W,1.6 %,4,0.00 GB/s,89.18 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.23 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.21 W,3.4 %,4,0.00 GB/s,90.66 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,150.44 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.21 W,2.8 %,4,0.00 GB/s,88.01 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.96 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.03 W,1.8 %,4,0.00 GB/s,89.77 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.81 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.18 W,1.6 %,4,0.00 GB/s,89.77 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.63 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.01 W,1.6 %,4,0.00 GB/s,90.26 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.09 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.06 W,1.9 %,4,0.00 GB/s,86.52 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,144.98 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.19 W,1.8 %,4,0.00 GB/s,86.62 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.98 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.26 W,3.1 %,4,0.00 GB/s,87.90 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.70 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.08 W,2.2 %,4,0.00 GB/s,86.62 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.50 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.07 W,1.5 %,4,0.00 GB/s,86.81 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.53 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.26 W,1.6 %,4,0.00 GB/s,87.41 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,144.21 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.19 W,3.7 %,4,0.00 GB/s,86.71 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,153.14 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:06.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.00 W,1.5 %,4,0.00 GB/s,86.52 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.86 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:07.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,1410 MHz,59.00 °C,9.19 W,1.5 %,4,0.00 GB/s,86.81 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,141.94 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:07.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,59.00 °C,9.10 W,1.9 %,4,0.00 GB/s,86.52 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.35 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:07.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.18 W,1.9 %,4,0.00 GB/s,85.63 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,150.96 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:07.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,59.00 °C,9.19 W,1.6 %,4,0.00 GB/s,84.94 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,141.58 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:07.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,59.00 °C,9.12 W,1.2 %,4,0.00 GB/s,85.73 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,133.09 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:07.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.18 W,1.9 %,4,0.00 GB/s,85.83 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,121.42 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:07.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.10 W,3.4 %,4,0.00 GB/s,84.94 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,117.60 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:07.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,1410 MHz,57.00 °C,9.11 W,1.9 %,4,0.00 GB/s,84.15 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,112.95 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
