timestamp,task_name,name,index,dram_power,tensor_active,utilization.memory [%],pcie_rx_bytes,temperature.memory,pcie.link.width.current,clocks.current.graphics [MHz],cpu_usage,dram_active,sm_active,clocks.current.sm [MHz],nvlink_tx_bytes,utilization.gpu [%],cpu_power,temperature.gpu,nvlink_rx_bytes,dram_usage,sm_occupancy,pcie.link.gen.current,pcie_tx_bytes,clocks.current.memory [MHz],usage.memory [%],power.draw [W]
2025-05-07 15:47:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,3.7 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.48 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.07 W
2025-05-07 15:47:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.99 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.01 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.78 W
2025-05-07 15:47:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.42 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.07 W
2025-05-07 15:47:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,0.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.09 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,92.67 W
2025-05-07 15:47:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.35 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,3.7 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,139.16 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,89.28 W
2025-05-07 15:47:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.42 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,4.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,131.21 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,92.23 W
2025-05-07 15:47:55.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,137.30 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.98 W
2025-05-07 15:47:55.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,133.51 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.08 W
2025-05-07 15:47:56.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,131.25 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.31 W
2025-05-07 15:47:56.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,138.75 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.21 W
2025-05-07 15:47:56.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,150.30 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.10 W
2025-05-07 15:47:56.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.01 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.81 W
2025-05-07 15:47:56.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.06 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.82 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.88 W
2025-05-07 15:47:56.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.11 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.46 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.78 W
2025-05-07 15:47:56.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.10 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,144.91 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.59 W
2025-05-07 15:47:56.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,139.95 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.59 W
2025-05-07 15:47:56.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,141.38 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.49 W
2025-05-07 15:47:56.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,141.72 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.39 W
2025-05-07 15:47:57.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.01 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.42 W
2025-05-07 15:47:57.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.35 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.39 W
2025-05-07 15:47:57.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,4.0 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.87 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,91.33 W
2025-05-07 15:47:57.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.98 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,150.13 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.59 W
2025-05-07 15:47:57.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.06 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,151.61 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.10 W
2025-05-07 15:47:57.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.30 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.98 W
2025-05-07 15:47:57.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.21 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.52 W
2025-05-07 15:47:57.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.98 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.23 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.78 W
2025-05-07 15:47:57.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.98 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.34 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,80.94 W
2025-05-07 15:47:57.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.44 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,80.93 W
2025-05-07 15:47:58.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.06 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.66 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.12 W
2025-05-07 15:47:58.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.06 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.32 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,80.94 W
2025-05-07 15:47:58.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.03 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.93 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,80.83 W
2025-05-07 15:47:58.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,4.0 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.50 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,80.63 W
2025-05-07 15:47:58.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.17 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,80.53 W
2025-05-07 15:47:58.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.14 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,0.3 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,150.87 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,80.60 W
2025-05-07 15:47:58.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,0.3 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.50 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,90.73 W
2025-05-07 15:47:58.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,3.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,150.21 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,89.82 W
2025-05-07 15:47:58.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.18 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.96 W
2025-05-07 15:47:58.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,3.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.10 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.47 W
2025-05-07 15:47:59.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.46 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.34 W
2025-05-07 15:47:59.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.12 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.86 W
2025-05-07 15:47:59.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.32 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.67 W
2025-05-07 15:47:59.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.21 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,3.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.96 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.47 W
2025-05-07 15:47:59.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.38 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.06 W
2025-05-07 15:47:59.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,4.3 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.99 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.06 W
2025-05-07 15:47:59.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,150.86 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.96 W
2025-05-07 15:47:59.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.93 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.55 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.57 W
2025-05-07 15:47:59.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.94 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,0.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.25 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.30 W
2025-05-07 15:47:59.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.06 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.04 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.30 W
2025-05-07 15:48:00.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.82 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,89.38 W
2025-05-07 15:48:00.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.95 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.66 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.77 W
2025-05-07 15:48:00.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.47 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.16 W
2025-05-07 15:48:00.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.10 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,140.94 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.25 W
2025-05-07 15:48:00.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.05 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.25 W
2025-05-07 15:48:00.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.86 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.05 W
2025-05-07 15:48:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.96 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.79 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,84.05 W
2025-05-07 15:48:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.39 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,4.7 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,141.85 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.57 W
2025-05-07 15:48:00.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.07 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,140.96 W,57.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.96 W
2025-05-07 15:48:00.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,3.4 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.23 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,89.78 W
2025-05-07 15:48:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,144.28 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.31 W
2025-05-07 15:48:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.39 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.67 W
2025-05-07 15:48:01.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.04 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.29 W
2025-05-07 15:48:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.00 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.20 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,83.00 W
2025-05-07 15:48:01.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,142.00 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.01 W
2025-05-07 15:48:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,142.58 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.71 W
2025-05-07 15:48:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.51 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.83 W
2025-05-07 15:48:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.07 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,82.10 W
2025-05-07 15:48:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,3.4 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,141.42 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.81 W
2025-05-07 15:48:01.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,139.98 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.81 W
2025-05-07 15:48:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,4.3 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,135.08 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.81 W
2025-05-07 15:48:02.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.00 %,0.05 GB/s,57.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,136.26 W,56.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.81 W
