timestamp,task_name,name,index,nvlink_tx_bytes,power.draw [W],usage.memory [%],tensor_active,temperature.memory,clocks.current.sm [MHz],cpu_usage,utilization.gpu [%],clocks.current.graphics [MHz],pcie.link.width.current,dram_active,sm_active,utilization.memory [%],pcie.link.gen.current,cpu_power,temperature.gpu,dram_usage,dram_power,sm_occupancy,clocks.current.memory [MHz],nvlink_rx_bytes,pcie_tx_bytes,pcie_rx_bytes
2025-05-07 14:37:35.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.47 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,144.13 W,58.00 °C,5.6 %,9.15 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:35.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.38 W,90.02 %,0.00 %,61.00 °C,1410 MHz,3.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,143.28 W,58.00 °C,5.6 %,9.30 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:35.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.18 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,143.39 W,58.00 °C,5.6 %,9.18 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:35.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.57 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.67 W,58.00 °C,5.6 %,9.13 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:35.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.08 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,140.69 W,58.00 °C,5.6 %,9.11 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:35.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.98 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.12 W,58.00 °C,5.6 %,9.16 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:35.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.88 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.8 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.22 W,58.00 °C,5.6 %,9.23 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.90 W,90.02 %,0.00 %,59.00 °C,1410 MHz,3.1 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.84 W,58.00 °C,5.6 %,9.19 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.71 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.8 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,143.18 W,58.00 °C,5.6 %,9.23 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.61 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,143.18 W,58.00 °C,5.6 %,9.18 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.88 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,133.50 W,58.00 °C,5.6 %,9.06 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.33 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,134.99 W,58.00 °C,5.6 %,9.09 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.71 W,90.02 %,0.00 %,59.00 °C,1410 MHz,3.1 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,137.23 W,58.00 °C,5.6 %,9.23 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.39 W,90.02 %,0.00 %,59.00 °C,1410 MHz,4.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.37 W,58.00 °C,5.6 %,9.32 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.00 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.53 W,58.00 °C,5.6 %,9.12 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.48 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.59 W,58.00 °C,5.6 %,9.00 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:36.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.97 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.59 W,58.00 °C,5.6 %,9.16 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.86 W,90.02 %,0.00 %,59.00 °C,1410 MHz,0.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.57 W,57.00 °C,5.6 %,9.10 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.20 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,148.21 W,57.00 °C,5.6 %,8.98 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,89.47 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.66 W,58.00 °C,5.6 %,9.09 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.79 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.22 W,58.00 °C,5.6 %,9.13 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.79 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.1 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,141.66 W,58.00 °C,5.6 %,9.26 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.78 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.8 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,140.95 W,57.00 °C,5.6 %,9.16 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.71 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.78 W,57.00 °C,5.6 %,9.00 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.61 W,90.02 %,0.00 %,59.00 °C,1410 MHz,3.1 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.71 W,57.00 °C,5.6 %,9.12 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.62 W,90.02 %,0.00 %,59.00 °C,1410 MHz,4.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.27 W,57.00 °C,5.6 %,9.26 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.39 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.28 W,57.00 °C,5.6 %,9.30 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.68 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,148.36 W,57.00 °C,5.6 %,9.33 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.10 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.54 W,57.00 °C,5.6 %,9.07 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.32 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,151.55 W,57.00 °C,5.6 %,9.11 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.20 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,141.32 W,57.00 °C,5.6 %,9.04 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.84 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,148.25 W,57.00 °C,5.6 %,8.94 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.12 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.96 W,57.00 °C,5.6 %,9.12 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.00 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.1 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,148.82 W,57.00 °C,5.6 %,9.18 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.51 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.00 W,57.00 °C,5.6 %,9.06 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.52 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,150.22 W,57.00 °C,5.6 %,9.03 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.94 W,90.02 %,0.00 %,59.00 °C,1410 MHz,0.3 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.55 W,57.00 °C,5.6 %,9.21 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,79.94 W,90.02 %,0.00 %,59.00 °C,1410 MHz,3.7 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.96 W,57.00 °C,5.6 %,9.29 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,87.10 W,90.02 %,0.00 %,59.00 °C,1410 MHz,8.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.16 W,57.00 °C,5.6 %,9.98 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.30 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.2 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,148.68 W,57.00 °C,5.6 %,9.32 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.20 W,90.02 %,0.00 %,59.00 °C,1410 MHz,0.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.61 W,57.00 °C,5.6 %,9.18 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.00 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.2 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.33 W,57.00 °C,5.6 %,9.06 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,89.97 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.68 W,57.00 °C,5.6 %,9.09 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,79.93 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.58 W,57.00 °C,5.6 %,9.16 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.22 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,143.37 W,57.00 °C,5.6 %,9.25 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.03 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,151.61 W,57.00 °C,5.6 %,9.18 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,79.75 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.98 W,57.00 °C,5.6 %,9.15 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,79.84 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.8 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.57 W,57.00 °C,5.6 %,9.11 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.53 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.1 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.29 W,57.00 °C,5.6 %,9.02 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.22 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.39 W,57.00 °C,5.6 %,9.27 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.63 W,90.02 %,0.00 %,59.00 °C,1410 MHz,3.7 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.04 W,57.00 °C,5.6 %,9.29 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.93 W,90.02 %,0.00 %,59.00 °C,1410 MHz,3.1 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,140.85 W,57.00 °C,5.6 %,9.18 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.70 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.2 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.07 W,57.00 °C,5.6 %,9.23 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.83 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,144.66 W,57.00 °C,5.6 %,9.05 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.49 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.2 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.58 W,57.00 °C,5.6 %,9.12 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.30 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,150.94 W,57.00 °C,5.6 %,9.16 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.20 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,148.67 W,56.00 °C,5.6 %,9.02 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.83 W,90.02 %,0.00 %,59.00 °C,1410 MHz,3.4 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,151.00 W,56.00 °C,5.6 %,9.35 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.78 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,148.48 W,56.00 °C,5.6 %,9.15 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.12 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.2 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.37 W,56.00 °C,5.6 %,9.09 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.93 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,140.05 W,56.00 °C,5.6 %,8.96 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.93 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.27 W,56.00 °C,5.6 %,9.03 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.93 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.2 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.63 W,56.00 °C,5.6 %,9.03 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.49 W,90.02 %,0.00 %,59.00 °C,1410 MHz,3.4 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.86 W,56.00 °C,5.6 %,9.17 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.14 W,90.02 %,0.00 %,59.00 °C,1410 MHz,2.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.08 W,56.00 °C,5.6 %,9.14 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,79.75 W,90.02 %,0.00 %,59.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.51 W,56.00 °C,5.6 %,9.16 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.13 W,90.02 %,0.00 %,57.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,142.31 W,56.00 °C,5.6 %,9.20 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,79.65 W,90.02 %,0.00 %,59.00 °C,1410 MHz,3.4 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.02 W,56.00 °C,5.6 %,9.21 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,80.13 W,90.02 %,0.00 %,57.00 °C,1410 MHz,1.8 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,142.71 W,56.00 °C,5.6 %,8.97 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,79.55 W,90.02 %,0.00 %,57.00 °C,1410 MHz,0.3 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,142.33 W,56.00 °C,5.6 %,9.18 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
