timestamp,task_name,name,index,temperature.gpu,power.draw [W],pcie_tx_bytes,tensor_active,nvlink_rx_bytes,utilization.memory [%],usage.memory [%],clocks.current.memory [MHz],sm_active,pcie.link.gen.current,sm_occupancy,clocks.current.graphics [MHz],cpu_usage,dram_active,cpu_power,nvlink_tx_bytes,pcie_rx_bytes,clocks.current.sm [MHz],dram_usage,dram_power,utilization.gpu [%],pcie.link.width.current,temperature.memory
2025-05-07 15:48:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.13 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,128.52 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.22 W,0.00 %,16,61.00 °C
2025-05-07 15:48:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.33 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,131.81 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.22 W,0.00 %,16,61.00 °C
2025-05-07 15:48:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.60 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.8 %,0.00 %,133.50 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.27 W,0.00 %,16,61.00 °C
2025-05-07 15:48:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.37 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,129.10 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.33 W,0.00 %,16,61.00 °C
2025-05-07 15:48:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.51 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.7 %,0.00 %,148.21 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.27 W,0.00 %,16,59.00 °C
2025-05-07 15:48:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.51 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,4.0 %,0.00 %,147.67 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.11 W,0.00 %,16,59.00 °C
2025-05-07 15:48:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.37 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.5 %,0.00 %,147.65 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.13 W,0.00 %,16,59.00 °C
2025-05-07 15:48:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.30 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.5 %,0.00 %,151.22 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.16 W,0.00 %,16,59.00 °C
2025-05-07 15:48:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.58 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,142.41 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.30 W,0.00 %,16,59.00 °C
2025-05-07 15:48:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.37 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.7 %,0.00 %,149.05 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.20 W,0.00 %,16,59.00 °C
2025-05-07 15:48:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.48 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,145.85 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,8.99 W,0.00 %,16,59.00 °C
2025-05-07 15:48:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.48 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,140.96 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.06 W,0.00 %,16,59.00 °C
2025-05-07 15:48:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,93.17 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,142.54 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.03 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,87.70 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,147.62 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.27 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,85.83 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.5 %,0.00 %,145.01 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.06 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,86.81 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,146.98 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.09 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,85.13 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.8 %,0.00 %,147.84 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.22 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,86.42 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.8 %,0.00 %,145.06 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.19 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,87.00 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.5 %,0.00 %,148.77 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.38 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,86.71 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,151.29 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.14 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,86.71 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.8 %,0.00 %,144.08 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.07 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,86.03 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,137.43 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.14 W,0.00 %,16,59.00 °C
2025-05-07 15:48:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,88.01 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,136.67 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.03 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,86.82 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,134.63 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.20 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,87.51 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.5 %,0.00 %,133.06 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.18 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,87.11 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,132.68 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.21 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,87.80 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.5 %,0.00 %,145.24 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.21 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.01 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.4 %,0.00 %,143.09 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.20 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,87.70 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.4 %,0.00 %,134.27 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.21 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,87.99 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.4 %,0.00 %,131.29 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.25 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,87.89 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.1 %,0.00 %,143.11 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.27 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.39 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,147.64 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.25 W,0.00 %,16,59.00 °C
2025-05-07 15:48:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.70 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,146.78 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.01 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.49 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,147.49 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.12 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.89 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,141.98 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,8.96 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.49 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.5 %,0.00 %,141.07 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.05 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.79 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.1 %,0.00 %,143.21 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.23 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.89 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,145.97 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.00 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.89 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,148.01 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,8.95 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.28 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,143.98 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.26 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.89 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.5 %,0.00 %,134.33 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.09 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.08 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,5.3 %,0.00 %,137.33 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.29 W,0.00 %,16,59.00 °C
2025-05-07 15:48:52.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.18 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.1 %,0.00 %,147.23 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.17 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.18 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,148.31 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.03 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.28 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,147.01 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.24 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,88.98 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,148.47 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.26 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.18 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,145.18 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.00 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.37 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,146.66 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.12 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.57 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,147.45 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.00 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.28 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,148.53 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.09 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.28 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,144.68 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.05 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,89.67 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.1 %,0.00 %,147.75 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.23 W,0.00 %,16,59.00 °C
2025-05-07 15:48:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,78.98 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.8 %,0.00 %,147.28 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.26 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,87.60 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,0.3 %,0.00 %,149.99 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.14 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,79.25 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,146.77 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.05 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,86.13 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,148.88 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.24 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,82.97 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,146.04 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.33 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,82.97 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.8 %,0.00 %,148.15 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.07 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,83.26 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,4.6 %,0.00 %,145.83 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.18 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,82.77 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.8 %,0.00 %,148.74 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.25 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,79.65 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.4 %,0.00 %,155.00 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.31 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,86.91 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,145.34 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.10 W,0.00 %,16,59.00 °C
2025-05-07 15:48:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,81.59 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.8 %,0.00 %,146.35 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.19 W,0.00 %,16,59.00 °C
2025-05-07 15:48:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,57.00 °C,81.23 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.2 %,0.00 %,149.13 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.12 W,0.00 %,16,59.00 °C
2025-05-07 15:48:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,80.43 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.2 %,0.00 %,152.41 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.13 W,0.00 %,16,59.00 °C
2025-05-07 15:48:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,81.81 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,147.59 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,8.98 W,0.00 %,16,59.00 °C
2025-05-07 15:48:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,89.98 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,146.46 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.11 W,0.00 %,16,57.00 °C
2025-05-07 15:48:55.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,79.45 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.5 %,0.00 %,147.60 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.08 W,0.00 %,16,57.00 °C
2025-05-07 15:48:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,79.65 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.1 %,0.00 %,144.75 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.07 W,0.00 %,16,57.00 °C
2025-05-07 15:48:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,56.00 °C,79.45 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,142.37 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.02 W,0.00 %,16,57.00 °C
