timestamp,task_name,name,index,usage.memory [%],sm_occupancy,utilization.memory [%],power.draw [W],cpu_power,temperature.memory,sm_active,clocks.current.sm [MHz],utilization.gpu [%],cpu_usage,pcie_rx_bytes,nvlink_rx_bytes,clocks.current.memory [MHz],clocks.current.graphics [MHz],dram_usage,pcie.link.gen.current,pcie_tx_bytes,pcie.link.width.current,tensor_active,nvlink_tx_bytes,temperature.gpu,dram_active,dram_power
2025-05-07 14:35:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,87.80 W,136.01 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.33 W
2025-05-07 14:35:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.00 W,144.74 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,8.96 W
2025-05-07 14:35:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.10 W,148.45 W,59.00 °C,0.00 %,1410 MHz,0.00 %,3.1 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.05 W
2025-05-07 14:35:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,87.70 W,140.46 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.15 W
2025-05-07 14:35:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.54 W,149.29 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,8.99 W
2025-05-07 14:35:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.84 W,144.67 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,8.97 W
2025-05-07 14:35:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.54 W,146.12 W,59.00 °C,0.00 %,1410 MHz,0.00 %,0.3 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.01 W
2025-05-07 14:35:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.30 W,147.33 W,59.00 °C,0.00 %,1410 MHz,0.00 %,3.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.18 W
2025-05-07 14:35:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,86.13 W,145.90 W,59.00 °C,0.00 %,1410 MHz,0.00 %,5.0 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.28 W
2025-05-07 14:35:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.86 W,144.81 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.18 W
2025-05-07 14:35:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.39 W,148.74 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.07 W
2025-05-07 14:35:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,87.20 W,147.71 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.06 W
2025-05-07 14:35:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.98 W,147.17 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.2 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.16 W
2025-05-07 14:35:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.88 W,145.84 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.21 W
2025-05-07 14:35:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.78 W,149.16 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.17 W
2025-05-07 14:35:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.59 W,146.03 W,59.00 °C,0.00 %,1410 MHz,0.00 %,0.3 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.01 W
2025-05-07 14:35:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.49 W,149.74 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.03 W
2025-05-07 14:35:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.19 W,150.25 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.05 W
2025-05-07 14:35:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.98 W,141.11 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,8.97 W
2025-05-07 14:35:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.98 W,147.24 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.25 W
2025-05-07 14:35:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.49 W,147.52 W,59.00 °C,0.00 %,1410 MHz,0.00 %,4.0 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.24 W
2025-05-07 14:35:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,82.38 W,148.15 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.2 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.18 W
2025-05-07 14:35:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,82.38 W,149.43 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.18 W
2025-05-07 14:35:51.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,82.38 W,146.74 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.19 W
2025-05-07 14:35:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,82.77 W,144.10 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.08 W
2025-05-07 14:35:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.10 W,144.04 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.12 W
2025-05-07 14:35:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,82.00 W,146.49 W,59.00 °C,0.00 %,1410 MHz,0.00 %,6.0 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.04 W
2025-05-07 14:35:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.30 W,147.50 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.06 W
2025-05-07 14:35:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.88 W,147.20 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.29 W
2025-05-07 14:35:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.98 W,147.12 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.07 W
2025-05-07 14:35:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.78 W,147.71 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.07 W
2025-05-07 14:35:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,82.38 W,147.51 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.2 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.09 W
2025-05-07 14:35:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.07 W,146.85 W,59.00 °C,0.00 %,1410 MHz,0.00 %,4.0 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.36 W
2025-05-07 14:35:52.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,82.77 W,149.99 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.07 W
2025-05-07 14:35:52.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.69 W,149.30 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.00 W
2025-05-07 14:35:52.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.47 W,145.01 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.17 W
2025-05-07 14:35:52.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.86 W,146.12 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,8.95 W
2025-05-07 14:35:52.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.07 W,144.71 W,59.00 °C,0.00 %,1410 MHz,0.00 %,3.3 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.44 W
2025-05-07 14:35:52.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.76 W,145.80 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.13 W
2025-05-07 14:35:52.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.25 W,146.90 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.22 W
2025-05-07 14:35:52.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.25 W,148.58 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.04 W
2025-05-07 14:35:52.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.37 W,151.53 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.20 W
2025-05-07 14:35:52.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.96 W,144.20 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.2 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,8.94 W
2025-05-07 14:35:53.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.15 W,147.50 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.22 W
2025-05-07 14:35:53.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.84 W,146.71 W,59.00 °C,0.00 %,1410 MHz,0.00 %,4.0 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.16 W
2025-05-07 14:35:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.75 W,150.00 W,59.00 °C,0.00 %,1410 MHz,0.00 %,3.1 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.36 W
2025-05-07 14:35:53.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.64 W,149.45 W,59.00 °C,0.00 %,1410 MHz,0.00 %,3.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.17 W
2025-05-07 14:35:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.44 W,147.00 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,57.00 °C,0.00 %,9.17 W
2025-05-07 14:35:53.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.54 W,147.15 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,8.97 W
2025-05-07 14:35:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,85.34 W,148.51 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.1 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.05 W
2025-05-07 14:35:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,85.24 W,145.37 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,8.94 W
2025-05-07 14:35:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,84.55 W,147.68 W,59.00 °C,0.00 %,1410 MHz,0.00 %,0.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.15 W
2025-05-07 14:35:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,79.64 W,150.67 W,57.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.12 W
2025-05-07 14:35:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.86 W,149.53 W,57.00 °C,0.00 %,1410 MHz,0.00 %,2.2 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.09 W
2025-05-07 14:35:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,80.83 W,147.84 W,57.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.07 W
2025-05-07 14:35:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.49 W,151.69 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.17 W
2025-05-07 14:35:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.91 W,151.48 W,59.00 °C,0.00 %,1410 MHz,0.00 %,4.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.25 W
2025-05-07 14:35:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.68 W,151.28 W,57.00 °C,0.00 %,1410 MHz,0.00 %,8.3 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.41 W
2025-05-07 14:35:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,82.08 W,149.23 W,57.00 °C,0.00 %,1410 MHz,0.00 %,3.7 %,0.06 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.10 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.40 W
2025-05-07 14:35:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.88 W,149.67 W,57.00 °C,0.00 %,1410 MHz,0.00 %,2.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.19 W
2025-05-07 14:35:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.86 W,145.99 W,57.00 °C,0.00 %,1410 MHz,0.00 %,2.2 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.18 W
2025-05-07 14:35:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,82.97 W,135.79 W,57.00 °C,0.00 %,1410 MHz,0.00 %,0.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.11 W
2025-05-07 14:35:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,80.22 W,125.55 W,57.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.07 W
2025-05-07 14:35:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,86.62 W,117.74 W,57.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.20 W
2025-05-07 14:35:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,80.76 W,109.18 W,57.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.32 W
2025-05-07 14:35:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,80.94 W,101.73 W,57.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.11 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.20 W
2025-05-07 14:35:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.64 W,90.01 W,57.00 °C,0.00 %,1410 MHz,0.00 %,4.0 %,0.04 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.11 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.37 W
2025-05-07 14:35:55.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.64 W,87.24 W,57.00 °C,0.00 %,1410 MHz,0.00 %,4.3 %,0.04 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.11 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.22 W
2025-05-07 14:35:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,80.16 W,85.31 W,57.00 °C,0.00 %,1410 MHz,0.00 %,2.5 %,0.04 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.11 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.28 W
2025-05-07 14:35:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.70 W,82.77 W,57.00 °C,0.00 %,1410 MHz,0.00 %,2.8 %,0.04 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.11 GB/s,16,0.00 %,0.00 GB/s,56.00 °C,0.00 %,9.30 W
