timestamp,task_name,name,index,pcie_rx_bytes,dram_usage,nvlink_rx_bytes,usage.memory [%],clocks.current.sm [MHz],pcie_tx_bytes,tensor_active,sm_occupancy,cpu_power,dram_active,sm_active,power.draw [W],nvlink_tx_bytes,temperature.gpu,utilization.memory [%],clocks.current.memory [MHz],dram_power,cpu_usage,temperature.memory,pcie.link.gen.current,pcie.link.width.current,clocks.current.graphics [MHz],utilization.gpu [%]
2025-05-07 16:32:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.29 W,0.00 %,0.00 %,95.34 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.08 W,3.6 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.35 W,0.00 %,0.00 %,95.34 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.10 W,2.5 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,139.33 W,0.00 %,0.00 %,95.23 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.40 W,4.3 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:43.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,133.40 W,0.00 %,0.00 %,95.34 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.23 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,134.55 W,0.00 %,0.00 %,95.25 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.21 W,2.2 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.81 W,0.00 %,0.00 %,95.14 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.10 W,0.6 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.77 W,0.00 %,0.00 %,95.14 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.23 W,1.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.69 W,0.00 %,0.00 %,95.05 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.08 W,1.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.28 W,0.00 %,0.00 %,94.74 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.12 W,1.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.32 W,0.00 %,0.00 %,94.87 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.61 W,4.0 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.51 W,0.00 %,0.00 %,94.77 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.12 W,1.6 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.04 W,0.00 %,0.00 %,94.67 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.10 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.10 W,0.00 %,0.00 %,94.76 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.28 W,4.3 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.61 W,0.00 %,0.00 %,94.77 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.02 W,3.1 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,135.45 W,0.00 %,0.00 %,94.58 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.33 W,2.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,134.54 W,0.00 %,0.00 %,94.61 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.40 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.80 W,0.00 %,0.00 %,95.17 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.27 W,3.1 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.80 W,0.00 %,0.00 %,94.57 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.31 W,3.7 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.63 W,0.00 %,0.00 %,94.67 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.29 W,3.1 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,151.09 W,0.00 %,0.00 %,93.70 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.24 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.53 W,0.00 %,0.00 %,93.59 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.17 W,2.5 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,150.25 W,0.00 %,0.00 %,94.47 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.24 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.65 W,0.00 %,0.00 %,94.74 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.17 W,1.6 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,151.57 W,0.00 %,0.00 %,93.69 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.16 W,1.2 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.73 W,0.00 %,0.00 %,93.52 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.22 W,1.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.43 W,0.00 %,0.00 %,93.49 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.26 W,4.6 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.95 W,0.00 %,0.00 %,93.30 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.16 W,2.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.47 W,0.00 %,0.00 %,94.28 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.21 W,2.5 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,143.64 W,0.00 %,0.00 %,94.48 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.17 W,1.5 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.15 W,0.00 %,0.00 %,93.03 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,8.93 W,1.5 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.46 W,0.00 %,0.00 %,93.13 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.15 W,1.6 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.90 W,0.00 %,0.00 %,93.92 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.21 W,1.6 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.46 W,0.00 %,0.00 %,94.19 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.08 W,2.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.83 W,0.00 %,0.00 %,94.19 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.11 W,2.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.30 W,0.00 %,0.00 %,92.93 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.10 W,0.3 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.65 W,0.00 %,0.00 %,92.93 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.09 W,1.5 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.36 W,0.00 %,0.00 %,88.80 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,8.97 W,2.2 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,140.55 W,0.00 %,0.00 %,94.38 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.30 W,3.1 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.13 W,0.00 %,0.00 %,93.27 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.12 W,3.4 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,153.44 W,0.00 %,0.00 %,93.13 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.42 W,3.4 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.89 W,0.00 %,0.00 %,93.10 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.02 W,1.6 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.09 W,0.00 %,0.00 %,93.89 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.16 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.82 W,0.00 %,0.00 %,93.99 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,8.94 W,1.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,143.27 W,0.00 %,0.00 %,93.11 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.20 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,152.02 W,0.00 %,0.00 %,92.84 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.06 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.55 W,0.00 %,0.00 %,92.64 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.11 W,2.1 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,143.23 W,0.00 %,0.00 %,92.70 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,8.96 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,150.51 W,0.00 %,0.00 %,92.14 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.16 W,3.1 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.49 W,0.00 %,0.00 %,92.14 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.19 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.60 W,0.00 %,0.00 %,92.53 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.35 W,2.2 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.43 W,0.00 %,0.00 %,91.65 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.15 W,2.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.60 W,0.00 %,0.00 %,91.33 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.04 W,2.2 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.84 W,0.00 %,0.00 %,90.45 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,8.98 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.55 W,0.00 %,0.00 %,92.14 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,8.93 W,1.2 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.60 W,0.00 %,0.00 %,92.04 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.14 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.54 W,0.00 %,0.00 %,91.33 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.25 W,1.9 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.78 W,0.00 %,0.00 %,89.08 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.20 W,1.5 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.22 W,0.00 %,0.00 %,88.80 W,0.00 GB/s,59.00 °C,0.00 %,1512 MHz,9.13 W,1.5 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.96 W,0.00 %,0.00 %,88.39 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.30 W,1.3 %,59.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.08 W,0.00 %,0.00 %,88.40 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.09 W,1.8 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.58 W,0.00 %,0.00 %,88.29 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.22 W,1.6 %,61.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.84 W,0.00 %,0.00 %,88.40 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.09 W,2.8 %,59.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.84 W,0.00 %,0.00 %,86.82 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.32 W,4.3 %,59.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.42 W,0.00 %,0.00 %,92.33 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.30 W,3.6 %,59.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.68 W,0.00 %,0.00 %,87.01 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.25 W,3.4 %,59.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.79 W,0.00 %,0.00 %,86.43 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.14 W,1.6 %,59.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,144.95 W,0.00 %,0.00 %,86.12 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.15 W,0.3 %,59.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.13 W,0.00 %,0.00 %,89.58 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.18 W,1.8 %,59.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,150.10 W,0.00 %,0.00 %,92.30 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.13 W,2.2 %,59.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.65 W,0.00 %,0.00 %,92.33 W,0.00 GB/s,58.00 °C,0.00 %,1512 MHz,9.00 W,1.9 %,59.00 °C,4,16,1410 MHz,0.00 %
