timestamp,task_name,name,index,cpu_usage,usage.memory [%],sm_active,nvlink_rx_bytes,dram_power,temperature.gpu,nvlink_tx_bytes,utilization.memory [%],dram_usage,sm_occupancy,power.draw [W],cpu_power,temperature.memory,clocks.current.memory [MHz],tensor_active,clocks.current.sm [MHz],pcie_tx_bytes,dram_active,pcie_rx_bytes,utilization.gpu [%],clocks.current.graphics [MHz],pcie.link.width.current,pcie.link.gen.current
2025-05-07 16:40:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.13 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,86.06 W,151.53 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:45.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.12 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.93 W,148.78 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:45.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,90.02 %,0.00 %,0.00 GB/s,9.18 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.74 W,146.35 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.27 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,86.03 W,147.78 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.6 %,90.02 %,0.00 %,0.00 GB/s,9.29 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.44 W,147.82 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,0.00 %,0.00 GB/s,9.32 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.75 W,146.57 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.30 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.95 W,145.81 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.12 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.85 W,150.76 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.10 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.64 W,148.01 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.09 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.75 W,151.56 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,90.02 %,0.00 %,0.00 GB/s,9.17 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.83 W,148.90 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.14 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.54 W,151.56 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.29 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.04 W,150.40 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.25 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.64 W,146.54 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.08 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.23 W,149.59 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.09 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.63 W,147.16 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,90.02 %,0.00 %,0.00 GB/s,9.26 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.74 W,150.50 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,0.00 %,0.00 GB/s,9.19 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,93.52 W,149.03 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.26 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.13 W,148.60 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.19 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.14 W,148.26 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.20 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.14 W,147.50 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.03 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.33 W,146.25 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.14 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.24 W,149.11 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.9 %,90.02 %,0.00 %,0.00 GB/s,9.39 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.84 W,152.41 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.31 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.84 W,147.49 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,90.02 %,0.00 %,0.00 GB/s,9.30 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,85.24 W,146.71 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.30 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.84 W,151.42 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.07 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.84 W,148.47 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.4 %,90.02 %,0.00 %,0.00 GB/s,9.30 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.95 W,149.64 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.31 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.06 W,146.92 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.21 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.67 W,146.03 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.11 W,60.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.47 W,140.84 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.19 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.79 W,145.62 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.12 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.79 W,149.39 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,8.90 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.25 W,150.54 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.11 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.47 W,146.87 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.14 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.77 W,149.47 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.21 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.31 W,148.25 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.28 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.99 W,148.66 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.02 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.09 W,146.53 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.17 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.09 W,147.29 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.03 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.16 W,147.37 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.05 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.99 W,148.21 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.12 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.40 W,147.59 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,8.96 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.10 W,147.86 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.29 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.67 W,147.15 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,8.98 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.87 W,150.08 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.05 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.06 W,148.68 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.11 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.58 W,150.26 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.20 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.20 W,147.73 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.04 GB/s,0.00 %,0.02 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.2 %,90.02 %,0.00 %,0.00 GB/s,8.99 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.76 W,145.90 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,8.99 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.97 W,150.26 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.15 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.47 W,149.09 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,90.02 %,0.00 %,0.00 GB/s,9.36 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.96 W,148.85 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.36 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,84.95 W,149.45 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.13 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.17 W,150.01 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,0.00 %,0.00 GB/s,9.47 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.21 W,147.62 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.10 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.38 W,142.46 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.14 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.11 W,141.96 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.17 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.30 W,136.96 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.27 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.29 W,136.24 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.13 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.10 W,139.24 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.1 %,90.02 %,0.00 %,0.00 GB/s,9.18 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.72 W,142.37 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.22 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.19 W,143.23 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.17 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.20 W,149.48 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:52.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,0.00 %,0.00 GB/s,9.17 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.57 W,151.12 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:52.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.1 %,90.02 %,0.00 %,0.00 GB/s,9.25 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.20 W,136.92 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:52.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.30 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.06 W,124.75 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:52.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.42 W,59.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,82.91 W,115.01 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:52.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.22 W,58.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,83.10 W,108.11 W,61.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
