timestamp,task_name,name,index,dram_power,sm_active,pcie_tx_bytes,pcie_rx_bytes,temperature.memory,clocks.current.sm [MHz],nvlink_tx_bytes,utilization.gpu [%],clocks.current.graphics [MHz],usage.memory [%],dram_active,pcie.link.gen.current,cpu_usage,temperature.gpu,cpu_power,dram_usage,clocks.current.memory [MHz],nvlink_rx_bytes,pcie.link.width.current,power.draw [W],tensor_active,sm_occupancy,utilization.memory [%]
2025-05-07 16:34:30.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,60.00 °C,151.82 W,5.6 %,1512 MHz,0.00 GB/s,16,95.57 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:30.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,60.00 °C,153.61 W,5.6 %,1512 MHz,0.00 GB/s,16,95.47 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:30.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.7 %,60.00 °C,148.82 W,5.6 %,1512 MHz,0.00 GB/s,16,95.47 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:30.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,60.00 °C,147.88 W,5.6 %,1512 MHz,0.00 GB/s,16,95.38 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,60.00 °C,149.17 W,5.6 %,1512 MHz,0.00 GB/s,16,95.38 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,60.00 °C,147.21 W,5.6 %,1512 MHz,0.00 GB/s,16,95.14 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.11 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,60.00 °C,146.56 W,5.6 %,1512 MHz,0.00 GB/s,16,94.94 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,60.00 °C,150.29 W,5.6 %,1512 MHz,0.00 GB/s,16,94.94 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,60.00 °C,150.50 W,5.6 %,1512 MHz,0.00 GB/s,16,95.04 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.0 %,60.00 °C,147.20 W,5.6 %,1512 MHz,0.00 GB/s,16,94.94 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.11 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,60.00 °C,149.00 W,5.6 %,1512 MHz,0.00 GB/s,16,94.47 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.99 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.8 %,60.00 °C,150.24 W,5.6 %,1512 MHz,0.00 GB/s,16,95.35 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,60.00 °C,145.75 W,5.6 %,1512 MHz,0.00 GB/s,16,93.73 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.8 %,60.00 °C,145.73 W,5.6 %,1512 MHz,0.00 GB/s,16,93.20 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.7 %,60.00 °C,146.67 W,5.6 %,1512 MHz,0.00 GB/s,16,93.20 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,60.00 °C,149.13 W,5.6 %,1512 MHz,0.00 GB/s,16,93.13 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.96 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.2 %,60.00 °C,150.03 W,5.6 %,1512 MHz,0.00 GB/s,16,93.30 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,60.00 °C,149.23 W,5.6 %,1512 MHz,0.00 GB/s,16,93.22 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:32.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.14 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,60.00 °C,148.82 W,5.6 %,1512 MHz,0.00 GB/s,16,94.19 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:32.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.54 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.2 %,60.00 °C,147.44 W,5.6 %,1512 MHz,0.00 GB/s,16,94.28 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.03 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.3 %,60.00 °C,146.38 W,5.6 %,1512 MHz,0.00 GB/s,16,93.27 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.5 %,59.00 °C,148.73 W,5.6 %,1512 MHz,0.00 GB/s,16,93.27 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:32.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.7 %,60.00 °C,151.76 W,5.6 %,1512 MHz,0.00 GB/s,16,81.91 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,60.00 °C,148.50 W,5.6 %,1512 MHz,0.00 GB/s,16,93.36 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.21 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.1 %,60.00 °C,146.17 W,5.6 %,1512 MHz,0.00 GB/s,16,93.69 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.2 %,60.00 °C,145.63 W,5.6 %,1512 MHz,0.00 GB/s,16,93.33 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.31 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.7 %,59.00 °C,148.33 W,5.6 %,1512 MHz,0.00 GB/s,16,93.33 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.07 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.4 %,59.00 °C,149.44 W,5.6 %,1512 MHz,0.00 GB/s,16,93.23 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.00 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,59.00 °C,148.73 W,5.6 %,1512 MHz,0.00 GB/s,16,91.56 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,59.00 °C,139.69 W,5.6 %,1512 MHz,0.00 GB/s,16,91.15 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,59.00 °C,143.46 W,5.6 %,1512 MHz,0.00 GB/s,16,92.84 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.0 %,59.00 °C,146.48 W,5.6 %,1512 MHz,0.00 GB/s,16,93.04 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:33.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.8 %,59.00 °C,147.27 W,5.6 %,1512 MHz,0.00 GB/s,16,91.94 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.03 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.8 %,59.00 °C,150.74 W,5.6 %,1512 MHz,0.00 GB/s,16,91.84 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.94 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.1 %,59.00 °C,151.56 W,5.6 %,1512 MHz,0.00 GB/s,16,92.82 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,59.00 °C,148.41 W,5.6 %,1512 MHz,0.00 GB/s,16,92.82 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.93 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.8 %,59.00 °C,146.60 W,5.6 %,1512 MHz,0.00 GB/s,16,91.94 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.21 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.7 %,59.00 °C,148.27 W,5.6 %,1512 MHz,0.00 GB/s,16,91.91 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.0 %,59.00 °C,149.70 W,5.6 %,1512 MHz,0.00 GB/s,16,92.58 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.4 %,59.00 °C,148.36 W,5.6 %,1512 MHz,0.00 GB/s,16,93.20 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.29 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.8 %,59.00 °C,149.38 W,5.6 %,1512 MHz,0.00 GB/s,16,92.30 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.0 %,59.00 °C,150.45 W,5.6 %,1512 MHz,0.00 GB/s,16,92.04 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:34.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.4 %,59.00 °C,149.22 W,5.6 %,1512 MHz,0.00 GB/s,16,92.91 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,59.00 °C,150.11 W,5.6 %,1512 MHz,0.00 GB/s,16,93.22 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.2 %,59.00 °C,149.22 W,5.6 %,1512 MHz,0.00 GB/s,16,92.27 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.98 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.1 %,59.00 °C,150.30 W,5.6 %,1512 MHz,0.00 GB/s,16,82.30 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,59.00 °C,148.95 W,5.6 %,1512 MHz,0.00 GB/s,16,87.41 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.96 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,59.00 °C,146.26 W,5.6 %,1512 MHz,0.00 GB/s,16,87.31 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.10 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.8 %,59.00 °C,147.65 W,5.6 %,1512 MHz,0.00 GB/s,16,88.19 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.8 %,59.00 °C,149.19 W,5.6 %,1512 MHz,0.00 GB/s,16,87.41 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.8 %,59.00 °C,147.18 W,5.6 %,1512 MHz,0.00 GB/s,16,88.80 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.4 %,59.00 °C,145.78 W,5.6 %,1512 MHz,0.00 GB/s,16,89.67 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:35.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.96 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,59.00 °C,150.75 W,5.6 %,1512 MHz,0.00 GB/s,16,88.79 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,59.00 °C,148.02 W,5.6 %,1512 MHz,0.00 GB/s,16,89.09 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.1 %,59.00 °C,146.64 W,5.6 %,1512 MHz,0.00 GB/s,16,89.78 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,59.00 °C,147.54 W,5.6 %,1512 MHz,0.00 GB/s,16,89.78 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,59.00 °C,152.46 W,5.6 %,1512 MHz,0.00 GB/s,16,89.37 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.34 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.6 %,59.00 °C,150.44 W,5.6 %,1512 MHz,0.00 GB/s,16,89.08 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,58.00 °C,147.40 W,5.6 %,1512 MHz,0.00 GB/s,16,89.08 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.6 %,59.00 °C,147.49 W,5.6 %,1512 MHz,0.00 GB/s,16,90.56 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.11 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,58.00 °C,149.90 W,5.6 %,1512 MHz,0.00 GB/s,16,90.56 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.39 W,0.00 %,0.12 GB/s,0.05 GB/s,61.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.7 %,59.00 °C,150.11 W,5.6 %,1512 MHz,0.00 GB/s,16,81.71 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:36.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,58.00 °C,148.22 W,5.6 %,1512 MHz,0.00 GB/s,16,87.70 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:37.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.4 %,58.00 °C,152.24 W,5.6 %,1512 MHz,0.00 GB/s,16,84.64 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,58.00 °C,146.45 W,5.6 %,1512 MHz,0.00 GB/s,16,85.44 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.8 %,58.00 °C,148.98 W,5.6 %,1512 MHz,0.00 GB/s,16,84.25 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.05 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.2 %,58.00 °C,148.56 W,5.6 %,1512 MHz,0.00 GB/s,16,85.04 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.02 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,58.00 °C,144.70 W,5.6 %,1512 MHz,0.00 GB/s,16,84.64 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,58.00 °C,149.72 W,5.6 %,1512 MHz,0.00 GB/s,16,86.23 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.07 W,0.00 %,0.12 GB/s,0.05 GB/s,59.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,58.00 °C,142.44 W,5.6 %,1512 MHz,0.00 GB/s,16,86.14 W,0.00 %,0.00 %,0.00 %
