timestamp,task_name,name,index,temperature.memory,utilization.memory [%],dram_usage,pcie.link.gen.current,nvlink_tx_bytes,tensor_active,dram_active,usage.memory [%],sm_active,pcie_tx_bytes,cpu_power,clocks.current.sm [MHz],cpu_usage,dram_power,power.draw [W],pcie.link.width.current,sm_occupancy,nvlink_rx_bytes,utilization.gpu [%],pcie_rx_bytes,clocks.current.graphics [MHz],temperature.gpu,clocks.current.memory [MHz]
2025-05-07 16:41:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.06 W,1410 MHz,5.4 %,9.25 W,87.00 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.17 W,1410 MHz,1.8 %,9.15 W,87.89 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.03 W,1410 MHz,1.5 %,9.03 W,87.70 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.18 W,1410 MHz,1.9 %,9.08 W,87.70 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,151.31 W,1410 MHz,1.6 %,9.14 W,89.08 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.18 W,1410 MHz,1.9 %,9.07 W,88.70 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,143.51 W,1410 MHz,4.0 %,9.20 W,88.49 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.73 W,1410 MHz,2.8 %,9.30 W,88.29 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.05 W,1410 MHz,2.5 %,9.24 W,89.47 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.50 W,1410 MHz,1.8 %,9.13 W,89.97 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.70 W,1410 MHz,1.6 %,9.24 W,88.89 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.11 W,1410 MHz,1.2 %,9.01 W,89.18 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.07 W,1410 MHz,1.9 %,8.94 W,89.87 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,153.19 W,1410 MHz,1.5 %,9.03 W,90.16 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.82 W,1410 MHz,1.6 %,9.11 W,89.28 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.85 W,1410 MHz,1.8 %,9.21 W,89.67 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.98 W,1410 MHz,2.2 %,9.19 W,88.98 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.34 W,1410 MHz,2.8 %,9.28 W,90.16 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.67 W,1410 MHz,4.0 %,9.37 W,89.57 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.73 W,1410 MHz,3.4 %,9.27 W,91.16 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.29 W,1410 MHz,3.4 %,9.16 W,91.26 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.12 W,1410 MHz,1.9 %,9.18 W,90.07 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.16 W,1410 MHz,1.9 %,9.06 W,89.87 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.90 W,1410 MHz,1.2 %,8.97 W,90.07 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,144.14 W,1410 MHz,3.1 %,9.24 W,90.17 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.17 W,1410 MHz,1.6 %,9.11 W,90.67 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.10 W,1410 MHz,1.2 %,9.15 W,90.57 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.46 W,1410 MHz,1.5 %,9.01 W,90.83 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.76 W,1410 MHz,1.6 %,8.88 W,90.76 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,145.59 W,1410 MHz,1.9 %,9.17 W,91.13 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.16 W,1410 MHz,1.8 %,9.01 W,92.08 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.73 W,1410 MHz,4.0 %,9.19 W,92.30 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.16 W,1410 MHz,1.5 %,9.09 W,91.23 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.52 W,1410 MHz,1.6 %,9.20 W,91.55 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.57 W,1410 MHz,1.9 %,9.02 W,92.30 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.71 W,1410 MHz,3.7 %,9.43 W,92.40 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,152.46 W,1410 MHz,1.9 %,9.14 W,91.35 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,140.64 W,1410 MHz,1.6 %,9.11 W,91.23 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:42.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.07 W,1410 MHz,1.6 %,9.20 W,92.14 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:42.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.00 W,1410 MHz,1.2 %,9.10 W,92.94 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:42.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.81 W,1410 MHz,2.2 %,9.19 W,92.02 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,60.00 °C,1512 MHz
2025-05-07 16:41:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.01 W,1410 MHz,1.5 %,9.04 W,92.24 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,151.63 W,1410 MHz,2.2 %,9.10 W,92.03 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.05 W,1410 MHz,5.8 %,9.39 W,91.91 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.01 W,1410 MHz,2.8 %,9.13 W,91.74 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.55 W,1410 MHz,2.5 %,9.04 W,92.82 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.50 W,1410 MHz,2.2 %,9.10 W,92.04 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.26 W,1410 MHz,1.9 %,9.12 W,92.01 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.87 W,1410 MHz,3.1 %,9.10 W,92.01 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.35 W,1410 MHz,1.9 %,9.12 W,92.20 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,139.61 W,1410 MHz,1.8 %,9.08 W,92.20 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,145.61 W,1410 MHz,2.2 %,9.18 W,92.04 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.88 W,1410 MHz,2.2 %,9.03 W,91.94 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.25 W,1410 MHz,0.9 %,9.08 W,91.94 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.07 W,1410 MHz,2.2 %,9.01 W,91.94 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.09 W,1410 MHz,1.6 %,9.25 W,92.54 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.41 W,1410 MHz,3.4 %,9.42 W,92.54 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.61 W,1410 MHz,2.2 %,9.14 W,81.83 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.93 W,1410 MHz,1.2 %,9.19 W,91.65 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.00 W,1410 MHz,1.6 %,9.15 W,90.36 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.49 W,1410 MHz,1.6 %,9.23 W,90.57 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,155.42 W,1410 MHz,2.2 %,9.23 W,90.86 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.30 W,1410 MHz,6.4 %,9.26 W,90.07 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.34 W,1410 MHz,1.9 %,9.12 W,81.51 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.46 W,1410 MHz,3.1 %,9.40 W,81.51 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:45.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,154.53 W,1410 MHz,2.1 %,9.16 W,90.26 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,149.86 W,1410 MHz,1.9 %,9.31 W,88.80 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,154.02 W,1410 MHz,2.8 %,9.25 W,89.38 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.73 W,1410 MHz,4.0 %,9.23 W,89.38 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
2025-05-07 16:41:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.48 W,1410 MHz,2.5 %,9.12 W,89.48 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,59.00 °C,1512 MHz
