timestamp,task_name,name,index,cpu_power,usage.memory [%],cpu_usage,dram_power,dram_active,temperature.memory,dram_usage,sm_occupancy,nvlink_tx_bytes,nvlink_rx_bytes,utilization.gpu [%],temperature.gpu,pcie.link.gen.current,pcie.link.width.current,clocks.current.memory [MHz],clocks.current.sm [MHz],pcie_rx_bytes,sm_active,tensor_active,clocks.current.graphics [MHz],utilization.memory [%],pcie_tx_bytes,power.draw [W]
2025-05-07 16:38:58.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.26 W,90.02 %,1.9 %,9.25 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.84 W
2025-05-07 16:38:58.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.05 W,90.02 %,1.5 %,8.98 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.11 W
2025-05-07 16:38:58.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.05 W,90.02 %,1.6 %,9.01 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.13 W
2025-05-07 16:38:58.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.87 W,90.02 %,1.9 %,9.11 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.91 W
2025-05-07 16:38:59.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.02 W,90.02 %,4.3 %,9.27 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.13 W
2025-05-07 16:38:59.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.64 W,90.02 %,2.1 %,9.10 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.33 W
2025-05-07 16:38:59.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.94 W,90.02 %,2.2 %,9.27 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.94 W
2025-05-07 16:38:59.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.35 W,90.02 %,1.9 %,9.00 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.33 W
2025-05-07 16:38:59.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.05 W,90.02 %,1.9 %,9.17 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.20 W
2025-05-07 16:38:59.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.49 W,90.02 %,0.6 %,9.13 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.40 W
2025-05-07 16:38:59.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.77 W,90.02 %,1.9 %,9.06 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,82.63 W
2025-05-07 16:38:59.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.65 W,90.02 %,1.5 %,9.14 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.61 W
2025-05-07 16:38:59.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.70 W,90.02 %,3.7 %,9.32 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.82 W
2025-05-07 16:38:59.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.56 W,90.02 %,1.2 %,9.26 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.79 W
2025-05-07 16:39:00.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.39 W,90.02 %,1.6 %,9.21 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.90 W
2025-05-07 16:39:00.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.74 W,90.02 %,3.1 %,9.31 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.10 W
2025-05-07 16:39:00.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.51 W,90.02 %,2.5 %,9.18 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.60 W
2025-05-07 16:39:00.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.29 W,90.02 %,3.1 %,9.32 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.94 W
2025-05-07 16:39:00.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.59 W,90.02 %,2.4 %,9.18 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.75 W
2025-05-07 16:39:00.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.66 W,90.02 %,1.6 %,9.17 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.91 W
2025-05-07 16:39:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.36 W,90.02 %,2.2 %,9.34 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.06 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.10 GB/s,92.83 W
2025-05-07 16:39:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.36 W,90.02 %,1.9 %,9.16 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.91 W
2025-05-07 16:39:00.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.75 W,90.02 %,1.9 %,9.08 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.73 W
2025-05-07 16:39:00.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.60 W,90.02 %,1.2 %,8.99 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.11 W
2025-05-07 16:39:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.84 W,90.02 %,1.6 %,9.16 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.94 W
2025-05-07 16:39:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.92 W,90.02 %,0.6 %,9.09 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.43 W
2025-05-07 16:39:01.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.14 W,90.02 %,1.5 %,9.10 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.43 W
2025-05-07 16:39:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.79 W,90.02 %,1.6 %,9.20 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,81.81 W
2025-05-07 16:39:01.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.52 W,90.02 %,2.1 %,9.22 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.01 W
2025-05-07 16:39:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.64 W,90.02 %,3.1 %,9.22 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.02 W
2025-05-07 16:39:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.72 W,90.02 %,2.5 %,9.16 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,91.94 W
2025-05-07 16:39:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.01 W,90.02 %,1.9 %,9.04 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.04 W
2025-05-07 16:39:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.55 W,90.02 %,1.5 %,9.12 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.13 W
2025-05-07 16:39:01.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.88 W,90.02 %,2.2 %,9.18 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,60.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,91.84 W
2025-05-07 16:39:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.95 W,90.02 %,3.4 %,9.24 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.24 W
2025-05-07 16:39:02.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.01 W,90.02 %,1.6 %,9.14 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.24 W
2025-05-07 16:39:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.62 W,90.02 %,2.2 %,9.15 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.43 W
2025-05-07 16:39:02.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.81 W,90.02 %,1.9 %,9.04 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.43 W
2025-05-07 16:39:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,153.03 W,90.02 %,1.6 %,9.05 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.23 W
2025-05-07 16:39:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.33 W,90.02 %,1.6 %,9.15 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.11 GB/s,92.33 W
2025-05-07 16:39:02.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.71 W,90.02 %,1.9 %,9.13 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.33 W
2025-05-07 16:39:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.91 W,90.02 %,2.8 %,9.27 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.30 W
2025-05-07 16:39:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.92 W,90.02 %,1.9 %,9.22 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.20 W
2025-05-07 16:39:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.87 W,90.02 %,2.5 %,9.14 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.49 W
2025-05-07 16:39:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.94 W,90.02 %,1.9 %,9.12 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.51 W
2025-05-07 16:39:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.96 W,90.02 %,1.9 %,9.14 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.24 W
2025-05-07 16:39:03.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.22 W,90.02 %,3.3 %,9.38 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.14 W
2025-05-07 16:39:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,134.95 W,90.02 %,1.6 %,9.23 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.64 W
2025-05-07 16:39:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,133.94 W,90.02 %,1.6 %,9.12 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.43 W
2025-05-07 16:39:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,130.41 W,90.02 %,1.9 %,9.40 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.43 W
2025-05-07 16:39:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,135.30 W,90.02 %,1.5 %,9.10 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.54 W
2025-05-07 16:39:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.63 W,90.02 %,1.6 %,9.28 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.64 W
2025-05-07 16:39:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.55 W,90.02 %,1.9 %,9.05 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.60 W
2025-05-07 16:39:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.21 W,90.02 %,3.7 %,9.21 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.64 W
2025-05-07 16:39:04.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.63 W,90.02 %,3.1 %,9.23 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.53 W
2025-05-07 16:39:04.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.60 W,90.02 %,4.3 %,9.10 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.64 W
2025-05-07 16:39:04.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.70 W,90.02 %,1.9 %,9.12 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.64 W
2025-05-07 16:39:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.12 W,90.02 %,1.9 %,9.09 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.64 W
2025-05-07 16:39:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.98 W,90.02 %,1.6 %,9.07 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.64 W
2025-05-07 16:39:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.48 W,90.02 %,1.6 %,9.28 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.53 W
2025-05-07 16:39:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.11 W,90.02 %,1.8 %,9.16 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.53 W
2025-05-07 16:39:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.31 W,90.02 %,2.1 %,9.21 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.64 W
2025-05-07 16:39:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,154.82 W,90.02 %,3.4 %,9.30 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.53 W
2025-05-07 16:39:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.80 W,90.02 %,3.1 %,9.11 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.40 W
2025-05-07 16:39:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.33 W,90.02 %,2.1 %,9.27 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.11 GB/s,92.50 W
2025-05-07 16:39:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.41 W,90.02 %,3.1 %,9.17 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.50 W
2025-05-07 16:39:05.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.23 W,90.02 %,2.8 %,9.17 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.49 W
2025-05-07 16:39:05.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.29 W,90.02 %,4.9 %,9.31 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.49 W
2025-05-07 16:39:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.92 W,90.02 %,1.9 %,9.29 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,59.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.52 W
2025-05-07 16:39:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.91 W,90.02 %,1.8 %,9.09 W,0.00 %,61.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,58.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.52 W
