timestamp,task_name,name,index,nvlink_tx_bytes,clocks.current.sm [MHz],pcie.link.gen.current,utilization.gpu [%],utilization.memory [%],power.draw [W],dram_power,nvlink_rx_bytes,sm_occupancy,pcie.link.width.current,temperature.memory,pcie_tx_bytes,clocks.current.graphics [MHz],sm_active,tensor_active,usage.memory [%],clocks.current.memory [MHz],dram_active,pcie_rx_bytes,dram_usage,cpu_power,cpu_usage,temperature.gpu
2025-05-07 16:36:17.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,94.98 W,9.09 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.99 W,1.9 %,60.00 °C
2025-05-07 16:36:17.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.15 W,9.18 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.17 W,2.1 %,60.00 °C
2025-05-07 16:36:17.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,93.30 W,9.30 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.66 W,3.7 %,60.00 °C
2025-05-07 16:36:18.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,90.47 W,9.05 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.59 W,3.4 %,60.00 °C
2025-05-07 16:36:18.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,84.45 W,9.14 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.79 W,2.4 %,60.00 °C
2025-05-07 16:36:18.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,84.95 W,9.06 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.19 W,1.5 %,60.00 °C
2025-05-07 16:36:18.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,84.85 W,9.21 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.15 W,1.6 %,60.00 °C
2025-05-07 16:36:18.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,83.82 W,9.03 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.49 W,1.5 %,60.00 °C
2025-05-07 16:36:18.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,83.70 W,9.02 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.86 W,2.2 %,60.00 °C
2025-05-07 16:36:18.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,83.89 W,9.22 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.55 W,1.8 %,60.00 °C
2025-05-07 16:36:18.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,83.40 W,9.16 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,145.26 W,1.5 %,60.00 °C
2025-05-07 16:36:18.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,84.16 W,9.12 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.66 W,1.9 %,60.00 °C
2025-05-07 16:36:18.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,84.85 W,9.17 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.19 W,1.6 %,60.00 °C
2025-05-07 16:36:19.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,84.06 W,9.25 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.20 W,1.2 %,60.00 °C
2025-05-07 16:36:19.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,83.76 W,9.26 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.01 W,1.5 %,60.00 °C
2025-05-07 16:36:19.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.24 W,9.07 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.20 W,3.1 %,60.00 °C
2025-05-07 16:36:19.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,84.55 W,9.06 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,156.10 W,3.1 %,60.00 °C
2025-05-07 16:36:19.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.04 W,9.29 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.63 W,2.2 %,60.00 °C
2025-05-07 16:36:19.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.73 W,9.20 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.86 W,1.9 %,60.00 °C
2025-05-07 16:36:19.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.44 W,9.33 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.32 W,3.1 %,60.00 °C
2025-05-07 16:36:19.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.74 W,9.18 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.41 W,1.6 %,60.00 °C
2025-05-07 16:36:19.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.14 W,9.24 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.32 W,1.5 %,60.00 °C
2025-05-07 16:36:19.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.74 W,9.25 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.09 W,1.8 %,60.00 °C
2025-05-07 16:36:20.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.33 W,9.09 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.12 W,1.6 %,60.00 °C
2025-05-07 16:36:20.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.33 W,9.13 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.81 W,1.8 %,59.00 °C
2025-05-07 16:36:20.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.14 W,9.12 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.91 W,1.6 %,59.00 °C
2025-05-07 16:36:20.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.11 W,9.11 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,145.73 W,1.6 %,59.00 °C
2025-05-07 16:36:20.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.62 W,9.14 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.82 W,1.2 %,59.00 °C
2025-05-07 16:36:20.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.92 W,9.10 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.25 W,3.1 %,59.00 °C
2025-05-07 16:36:20.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.82 W,9.20 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.29 W,1.9 %,59.00 °C
2025-05-07 16:36:20.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.61 W,9.07 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.29 W,1.6 %,59.00 °C
2025-05-07 16:36:20.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.61 W,8.99 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.64 W,0.3 %,59.00 °C
2025-05-07 16:36:20.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,82.60 W,9.20 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.00 W,1.6 %,59.00 °C
2025-05-07 16:36:21.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,88.98 W,9.00 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,145.97 W,1.2 %,59.00 °C
2025-05-07 16:36:21.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.42 W,9.23 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.25 W,1.9 %,59.00 °C
2025-05-07 16:36:21.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.93 W,9.25 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.19 W,1.3 %,59.00 °C
2025-05-07 16:36:21.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.04 W,9.17 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.98 W,1.2 %,59.00 °C
2025-05-07 16:36:21.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.13 W,9.02 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.03 W,1.5 %,59.00 °C
2025-05-07 16:36:21.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.71 W,9.16 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.89 W,1.6 %,59.00 °C
2025-05-07 16:36:21.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.92 W,9.21 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,153.89 W,1.2 %,59.00 °C
2025-05-07 16:36:21.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.92 W,9.11 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.15 W,4.0 %,59.00 °C
2025-05-07 16:36:21.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.33 W,9.31 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.01 W,2.8 %,59.00 °C
2025-05-07 16:36:21.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.01 W,9.13 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,145.33 W,2.5 %,59.00 °C
2025-05-07 16:36:22.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.62 W,9.21 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.09 W,1.2 %,59.00 °C
2025-05-07 16:36:22.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.82 W,9.17 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,144.42 W,1.2 %,59.00 °C
2025-05-07 16:36:22.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.92 W,9.23 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.15 W,1.5 %,59.00 °C
2025-05-07 16:36:22.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.30 W,9.10 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.37 W,1.5 %,59.00 °C
2025-05-07 16:36:22.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.60 W,8.98 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.88 W,1.6 %,59.00 °C
2025-05-07 16:36:22.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.30 W,9.20 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.73 W,1.9 %,59.00 °C
2025-05-07 16:36:22.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,88.20 W,9.28 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.40 W,2.7 %,59.00 °C
2025-05-07 16:36:22.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,81.81 W,9.09 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,154.17 W,0.6 %,59.00 °C
2025-05-07 16:36:22.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,81.81 W,9.17 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.85 W,2.2 %,59.00 °C
2025-05-07 16:36:23.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,88.20 W,8.99 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.72 W,1.5 %,59.00 °C
2025-05-07 16:36:23.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,84.85 W,9.25 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.23 W,3.7 %,59.00 °C
2025-05-07 16:36:23.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.24 W,9.25 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.05 W,2.7 %,59.00 °C
2025-05-07 16:36:23.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.93 W,9.29 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.21 W,2.5 %,59.00 °C
2025-05-07 16:36:23.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.44 W,9.19 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.72 W,1.9 %,59.00 °C
2025-05-07 16:36:23.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,85.64 W,9.29 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.18 W,1.6 %,59.00 °C
2025-05-07 16:36:23.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.62 W,9.23 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.38 W,1.6 %,59.00 °C
2025-05-07 16:36:23.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.14 W,9.07 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,151.87 W,3.4 %,59.00 °C
2025-05-07 16:36:23.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.13 W,9.07 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.18 W,1.6 %,59.00 °C
2025-05-07 16:36:23.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.52 W,9.12 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.09 W,2.1 %,59.00 °C
2025-05-07 16:36:24.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.62 W,9.14 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.58 W,1.9 %,59.00 °C
2025-05-07 16:36:24.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.01 W,9.34 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.83 W,7.3 %,59.00 °C
2025-05-07 16:36:24.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,86.81 W,9.19 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.30 W,1.5 %,59.00 °C
2025-05-07 16:36:24.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.11 W,9.11 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.67 W,2.2 %,58.00 °C
2025-05-07 16:36:24.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.10 W,9.25 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.24 W,4.3 %,58.00 °C
2025-05-07 16:36:24.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.80 W,9.09 W,0.00 GB/s,0.00 %,16,61.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.81 W,3.4 %,58.00 °C
2025-05-07 16:36:24.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,87.50 W,9.09 W,0.00 GB/s,0.00 %,16,59.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.97 W,2.2 %,58.00 °C
2025-05-07 16:36:24.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,88.10 W,9.24 W,0.00 GB/s,0.00 %,16,59.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.70 W,2.2 %,58.00 °C
