timestamp,task_name,name,index,cpu_usage,cpu_power,tensor_active,utilization.memory [%],dram_active,temperature.memory,clocks.current.memory [MHz],utilization.gpu [%],clocks.current.sm [MHz],clocks.current.graphics [MHz],dram_power,pcie_rx_bytes,power.draw [W],pcie.link.gen.current,dram_usage,nvlink_rx_bytes,usage.memory [%],pcie_tx_bytes,sm_occupancy,temperature.gpu,pcie.link.width.current,sm_active,nvlink_tx_bytes
2025-05-07 14:34:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,145.81 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.09 W,0.05 GB/s,81.78 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,144.41 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.24 W,0.05 GB/s,81.33 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,142.21 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.32 W,0.05 GB/s,81.03 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,141.26 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.01 W,0.05 GB/s,81.42 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.2 %,139.32 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.10 W,0.05 GB/s,81.52 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,137.81 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.14 W,0.05 GB/s,81.33 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.6 %,128.52 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.36 W,0.05 GB/s,81.30 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,132.57 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.15 W,0.05 GB/s,81.03 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,142.31 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.29 W,0.05 GB/s,81.30 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,137.65 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.28 W,0.05 GB/s,80.49 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:55.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,131.64 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.24 W,0.05 GB/s,80.49 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.0 %,133.44 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.14 W,0.05 GB/s,80.33 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,147.61 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.30 W,0.05 GB/s,80.33 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,147.83 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.23 W,0.05 GB/s,91.74 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,149.67 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.20 W,0.05 GB/s,80.81 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,149.55 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.21 W,0.05 GB/s,80.91 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,142.86 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.20 W,0.05 GB/s,80.81 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,132.48 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.16 W,0.05 GB/s,80.80 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,144.62 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.25 W,0.05 GB/s,81.03 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,147.25 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.01 W,0.05 GB/s,80.93 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:56.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,147.94 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.11 W,0.05 GB/s,80.32 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,148.61 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.13 W,0.05 GB/s,80.63 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,148.83 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.00 W,0.05 GB/s,80.42 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,147.52 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.14 W,0.05 GB/s,80.42 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,150.62 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.10 W,0.05 GB/s,80.20 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,147.07 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.08 W,0.05 GB/s,80.11 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,149.28 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.03 W,0.05 GB/s,80.31 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.3 %,148.23 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.16 W,0.05 GB/s,80.03 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,149.76 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.01 W,0.05 GB/s,80.01 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,150.72 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.05 W,0.05 GB/s,79.91 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:57.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,147.24 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.11 W,0.05 GB/s,80.01 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,150.68 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.06 W,0.05 GB/s,80.20 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,150.82 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.19 W,0.05 GB/s,80.01 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,147.57 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.97 W,0.05 GB/s,80.03 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,147.68 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.18 W,0.05 GB/s,81.30 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,146.40 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.98 W,0.05 GB/s,80.52 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,140.79 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.10 W,0.05 GB/s,80.93 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,138.82 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.97 W,0.05 GB/s,81.12 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,143.41 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.25 W,0.05 GB/s,80.84 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,142.96 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.04 W,0.05 GB/s,80.93 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:58.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.1 %,148.88 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.06 W,0.05 GB/s,80.42 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,147.63 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.07 W,0.05 GB/s,80.71 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,143.99 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.03 W,0.05 GB/s,80.53 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.2 %,147.76 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.18 W,0.05 GB/s,80.51 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,145.14 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.25 W,0.05 GB/s,80.83 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,143.96 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.99 W,0.05 GB/s,80.20 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,151.68 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.13 W,0.05 GB/s,80.53 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.6 %,150.57 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.10 W,0.05 GB/s,80.49 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,148.15 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.12 W,0.05 GB/s,80.13 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,147.25 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.17 W,0.05 GB/s,88.53 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,57.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:59.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.3 %,146.45 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.89 W,0.05 GB/s,80.50 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,150.07 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.09 W,0.05 GB/s,80.40 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,147.33 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.09 W,0.05 GB/s,90.61 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.2 %,149.52 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.03 W,0.05 GB/s,79.93 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,152.83 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.24 W,0.05 GB/s,80.32 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,149.01 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.44 W,0.05 GB/s,80.13 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,148.40 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.01 W,0.05 GB/s,79.93 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.3 %,148.44 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.91 W,0.05 GB/s,80.06 W,4,5.5 %,0.00 GB/s,90.02 %,0.09 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,139.66 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.17 W,0.05 GB/s,79.84 W,4,5.6 %,0.00 GB/s,90.02 %,0.11 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,140.54 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.20 W,0.05 GB/s,90.44 W,4,5.6 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:00.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,139.27 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.03 W,0.05 GB/s,79.93 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,128.24 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.19 W,0.05 GB/s,79.93 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,133.83 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.16 W,0.05 GB/s,79.74 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:01.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.1 %,135.43 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.05 W,0.05 GB/s,79.64 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,135.08 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.12 W,0.05 GB/s,79.44 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:01.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,138.46 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.18 W,0.05 GB/s,79.64 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,146.12 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.19 W,0.05 GB/s,79.64 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,149.54 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.15 W,0.05 GB/s,79.45 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,142.57 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.09 W,0.05 GB/s,79.64 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:35:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,145.21 W,0.00 %,0.00 %,0.00 %,57.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.94 W,0.05 GB/s,79.64 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,56.00 °C,16,0.00 %,0.00 GB/s
