timestamp,task_name,name,index,sm_active,pcie.link.width.current,dram_active,dram_power,usage.memory [%],clocks.current.memory [MHz],clocks.current.graphics [MHz],utilization.gpu [%],pcie_rx_bytes,clocks.current.sm [MHz],pcie.link.gen.current,nvlink_tx_bytes,cpu_power,nvlink_rx_bytes,sm_occupancy,pcie_tx_bytes,temperature.memory,tensor_active,power.draw [W],dram_usage,utilization.memory [%],temperature.gpu,cpu_usage
2025-05-07 16:37:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.21 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.33 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,83.67 W,5.6 %,0.00 %,60.00 °C,2.2 %
2025-05-07 16:37:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.11 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.09 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,83.48 W,5.6 %,0.00 %,60.00 °C,1.9 %
2025-05-07 16:37:11.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.19 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.68 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,83.50 W,5.6 %,0.00 %,60.00 °C,1.6 %
2025-05-07 16:37:11.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.17 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.53 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,83.50 W,5.6 %,0.00 %,60.00 °C,1.2 %
2025-05-07 16:37:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.94 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.38 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,83.27 W,5.6 %,0.00 %,60.00 °C,1.6 %
2025-05-07 16:37:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.26 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.28 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,83.28 W,5.6 %,0.00 %,60.00 °C,3.4 %
2025-05-07 16:37:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.45 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.58 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.28 W,5.6 %,0.00 %,60.00 °C,3.8 %
2025-05-07 16:37:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.09 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.22 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.40 W,5.6 %,0.00 %,60.00 °C,1.6 %
2025-05-07 16:37:12.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.07 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.89 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.67 W,5.6 %,0.00 %,60.00 °C,1.2 %
2025-05-07 16:37:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.92 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.33 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,84.44 W,5.6 %,0.00 %,60.00 °C,0.3 %
2025-05-07 16:37:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.92 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.74 W,0.00 GB/s,0.00 %,0.13 GB/s,61.00 °C,0.00 %,84.16 W,5.6 %,0.00 %,60.00 °C,1.9 %
2025-05-07 16:37:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.20 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,151.02 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,94.08 W,5.6 %,0.00 %,60.00 °C,2.5 %
2025-05-07 16:37:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.18 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.50 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.57 W,5.6 %,0.00 %,60.00 °C,2.2 %
2025-05-07 16:37:12.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.08 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.81 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.57 W,5.6 %,0.00 %,60.00 °C,1.9 %
2025-05-07 16:37:12.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.15 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,152.00 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.67 W,5.6 %,0.00 %,60.00 °C,1.2 %
2025-05-07 16:37:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.07 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.27 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.31 W,5.6 %,0.00 %,60.00 °C,1.6 %
2025-05-07 16:37:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.13 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.63 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.50 W,5.6 %,0.00 %,60.00 °C,1.6 %
2025-05-07 16:37:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.91 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.28 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.37 W,5.6 %,0.00 %,60.00 °C,1.2 %
2025-05-07 16:37:13.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.02 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.94 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.08 W,5.6 %,0.00 %,60.00 °C,1.6 %
2025-05-07 16:37:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.14 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,152.17 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.10 W,5.6 %,0.00 %,60.00 °C,1.9 %
2025-05-07 16:37:13.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.95 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,146.44 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.17 W,5.6 %,0.00 %,60.00 °C,1.5 %
2025-05-07 16:37:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.14 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,140.57 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.47 W,5.6 %,0.00 %,60.00 °C,2.1 %
2025-05-07 16:37:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.10 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,139.03 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.37 W,5.6 %,0.00 %,60.00 °C,1.6 %
2025-05-07 16:37:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.25 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,138.92 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.20 W,5.6 %,0.00 %,60.00 °C,4.0 %
2025-05-07 16:37:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.30 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.54 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.50 W,5.6 %,0.00 %,60.00 °C,4.2 %
2025-05-07 16:37:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.17 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.81 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.41 W,5.6 %,0.00 %,60.00 °C,2.2 %
2025-05-07 16:37:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.06 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,144.39 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.67 W,5.6 %,0.00 %,60.00 °C,1.9 %
2025-05-07 16:37:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.17 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,151.69 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.67 W,5.6 %,0.00 %,60.00 °C,1.5 %
2025-05-07 16:37:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.04 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.64 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.67 W,5.6 %,0.00 %,60.00 °C,4.3 %
2025-05-07 16:37:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.17 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,152.04 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.17 W,5.6 %,0.00 %,60.00 °C,1.8 %
2025-05-07 16:37:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.08 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.79 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.17 W,5.6 %,0.00 %,59.00 °C,1.8 %
2025-05-07 16:37:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.03 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.41 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.48 W,5.6 %,0.00 %,59.00 °C,1.6 %
2025-05-07 16:37:14.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.06 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.25 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,84.06 W,5.6 %,0.00 %,59.00 °C,2.8 %
2025-05-07 16:37:14.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.32 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.75 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.60 W,5.6 %,0.00 %,59.00 °C,3.7 %
2025-05-07 16:37:14.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.28 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.26 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.30 W,5.6 %,0.00 %,59.00 °C,3.4 %
2025-05-07 16:37:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.37 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.23 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.40 W,5.6 %,0.00 %,59.00 °C,3.4 %
2025-05-07 16:37:15.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.10 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,152.91 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.99 W,5.6 %,0.00 %,59.00 °C,5.0 %
2025-05-07 16:37:15.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.28 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.60 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.99 W,5.6 %,0.00 %,59.00 °C,2.5 %
2025-05-07 16:37:15.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.09 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,153.80 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.40 W,5.6 %,0.00 %,59.00 °C,1.9 %
2025-05-07 16:37:15.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.04 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,151.41 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.11 W,5.6 %,0.00 %,59.00 °C,0.6 %
2025-05-07 16:37:15.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.15 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,152.77 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,83.11 W,5.6 %,0.00 %,59.00 °C,1.6 %
2025-05-07 16:37:15.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.91 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.92 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.13 W,5.6 %,0.00 %,59.00 °C,0.0 %
2025-05-07 16:37:15.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.93 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.25 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.13 W,5.6 %,0.00 %,59.00 °C,1.9 %
2025-05-07 16:37:15.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.93 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,151.07 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,92.94 W,5.6 %,0.00 %,59.00 °C,1.5 %
2025-05-07 16:37:15.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.14 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.23 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.21 W,5.6 %,0.00 %,59.00 °C,1.2 %
2025-05-07 16:37:16.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.17 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.54 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.21 W,5.6 %,0.00 %,59.00 °C,7.1 %
2025-05-07 16:37:16.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.13 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.02 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,81.89 W,5.6 %,0.00 %,59.00 °C,1.9 %
2025-05-07 16:37:16.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.96 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.90 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.13 W,5.6 %,0.00 %,59.00 °C,1.5 %
2025-05-07 16:37:16.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.45 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,146.41 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.03 W,5.6 %,0.00 %,59.00 °C,2.5 %
2025-05-07 16:37:16.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.31 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.03 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.03 W,5.6 %,0.00 %,59.00 °C,2.1 %
2025-05-07 16:37:16.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.44 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.69 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,93.04 W,5.6 %,0.00 %,59.00 °C,4.1 %
2025-05-07 16:37:16.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.16 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.78 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.22 W,5.6 %,0.00 %,59.00 °C,1.8 %
2025-05-07 16:37:16.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.36 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.24 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.53 W,5.6 %,0.00 %,59.00 °C,1.5 %
2025-05-07 16:37:16.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.08 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.93 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.31 W,5.6 %,0.00 %,59.00 °C,1.5 %
2025-05-07 16:37:16.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.97 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.31 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.41 W,5.6 %,0.00 %,59.00 °C,0.3 %
2025-05-07 16:37:17.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.03 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,149.86 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.41 W,5.6 %,0.00 %,59.00 °C,1.6 %
2025-05-07 16:37:17.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.99 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,152.82 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,92.53 W,5.6 %,0.00 %,59.00 °C,1.9 %
2025-05-07 16:37:17.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.10 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,153.82 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.70 W,5.6 %,0.00 %,59.00 °C,1.9 %
2025-05-07 16:37:17.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.17 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,141.50 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,82.50 W,5.6 %,0.00 %,59.00 °C,0.3 %
2025-05-07 16:37:17.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.25 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,141.55 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,92.24 W,5.6 %,0.00 %,59.00 °C,0.6 %
2025-05-07 16:37:17.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.32 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.03 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,92.24 W,5.6 %,0.00 %,59.00 °C,4.7 %
2025-05-07 16:37:17.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.23 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.58 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,88.89 W,5.6 %,0.00 %,59.00 °C,2.5 %
2025-05-07 16:37:17.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.98 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.69 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,90.77 W,5.6 %,0.00 %,59.00 °C,2.5 %
2025-05-07 16:37:17.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.22 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.77 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,92.14 W,5.6 %,0.00 %,59.00 °C,1.9 %
2025-05-07 16:37:18.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.30 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,146.41 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,86.33 W,5.6 %,0.00 %,58.00 °C,3.7 %
2025-05-07 16:37:18.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.24 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.34 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,91.65 W,5.6 %,0.00 %,58.00 °C,2.2 %
2025-05-07 16:37:18.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.18 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,146.77 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,91.56 W,5.6 %,0.00 %,58.00 °C,3.7 %
2025-05-07 16:37:18.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.20 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.51 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,91.65 W,5.6 %,0.00 %,58.00 °C,2.5 %
2025-05-07 16:37:18.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.24 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.87 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,91.26 W,5.6 %,0.00 %,58.00 °C,1.9 %
2025-05-07 16:37:18.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.91 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,144.44 W,0.00 GB/s,0.00 %,0.12 GB/s,61.00 °C,0.00 %,91.15 W,5.6 %,0.00 %,58.00 °C,1.6 %
