timestamp,task_name,name,index,temperature.memory,nvlink_tx_bytes,nvlink_rx_bytes,usage.memory [%],tensor_active,sm_occupancy,power.draw [W],utilization.memory [%],dram_active,dram_usage,clocks.current.graphics [MHz],cpu_usage,cpu_power,pcie.link.gen.current,pcie_rx_bytes,clocks.current.memory [MHz],dram_power,clocks.current.sm [MHz],temperature.gpu,pcie_tx_bytes,pcie.link.width.current,sm_active,utilization.gpu [%]
2025-05-07 16:35:24.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.70 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.5 %,147.63 W,4,0.05 GB/s,1512 MHz,9.31 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:24.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.75 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,151.56 W,4,0.05 GB/s,1512 MHz,9.26 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:24.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.13 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.5 %,146.11 W,4,0.05 GB/s,1512 MHz,9.10 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:24.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.04 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.2 %,148.33 W,4,0.05 GB/s,1512 MHz,9.22 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:24.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.14 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,148.43 W,4,0.05 GB/s,1512 MHz,9.28 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:24.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.47 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.2 %,150.16 W,4,0.05 GB/s,1512 MHz,9.43 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:24.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.18 W,0.00 %,0.00 %,5.6 %,1410 MHz,4.4 %,151.54 W,4,0.05 GB/s,1512 MHz,9.25 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.38 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.2 %,151.57 W,4,0.05 GB/s,1512 MHz,9.38 W,1410 MHz,60.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.18 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,142.23 W,4,0.05 GB/s,1512 MHz,9.01 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.92 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,140.65 W,4,0.05 GB/s,1512 MHz,9.23 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.86 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.8 %,142.38 W,4,0.05 GB/s,1512 MHz,9.21 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,86.43 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.1 %,143.78 W,4,0.05 GB/s,1512 MHz,9.15 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,86.53 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,144.62 W,4,0.05 GB/s,1512 MHz,9.17 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.83 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,148.83 W,4,0.05 GB/s,1512 MHz,8.99 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,86.23 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,149.06 W,4,0.05 GB/s,1512 MHz,8.97 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.54 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.5 %,147.36 W,4,0.05 GB/s,1512 MHz,9.21 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:25.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.23 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,147.66 W,4,0.05 GB/s,1512 MHz,9.21 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.33 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.1 %,147.01 W,4,0.05 GB/s,1512 MHz,9.11 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.04 W,0.00 %,0.00 %,5.6 %,1410 MHz,4.3 %,153.27 W,4,0.05 GB/s,1512 MHz,9.28 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,85.04 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,145.22 W,4,0.05 GB/s,1512 MHz,9.09 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.87 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.1 %,150.10 W,4,0.05 GB/s,1512 MHz,9.15 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.75 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,146.99 W,4,0.05 GB/s,1512 MHz,9.07 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.45 W,0.00 %,0.00 %,5.6 %,1410 MHz,0.6 %,148.08 W,4,0.05 GB/s,1512 MHz,9.02 W,1410 MHz,60.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,84.45 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.2 %,148.49 W,4,0.05 GB/s,1512 MHz,9.01 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.53 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,145.11 W,4,0.05 GB/s,1512 MHz,8.96 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.39 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,145.86 W,4,0.05 GB/s,1512 MHz,9.11 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:26.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.43 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,147.23 W,4,0.05 GB/s,1512 MHz,9.09 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.33 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.5 %,146.23 W,4,0.02 GB/s,1512 MHz,9.36 W,1410 MHz,59.00 °C,0.04 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.33 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.2 %,147.44 W,4,0.05 GB/s,1512 MHz,9.27 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.30 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.1 %,149.77 W,4,0.05 GB/s,1512 MHz,9.41 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.30 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,148.76 W,4,0.05 GB/s,1512 MHz,9.07 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.20 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.4 %,146.32 W,4,0.05 GB/s,1512 MHz,9.22 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.20 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.1 %,150.08 W,4,0.05 GB/s,1512 MHz,9.36 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.29 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.2 %,146.58 W,4,0.05 GB/s,1512 MHz,9.24 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.23 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,151.81 W,4,0.05 GB/s,1512 MHz,9.21 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.23 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,146.28 W,4,0.05 GB/s,1512 MHz,9.25 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:27.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.23 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,148.19 W,4,0.05 GB/s,1512 MHz,9.07 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.04 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.5 %,147.75 W,4,0.05 GB/s,1512 MHz,9.09 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.20 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,149.61 W,4,0.05 GB/s,1512 MHz,9.10 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.94 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.2 %,144.84 W,4,0.05 GB/s,1512 MHz,9.07 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.73 W,0.00 %,0.00 %,5.6 %,1410 MHz,0.6 %,147.89 W,4,0.05 GB/s,1512 MHz,9.15 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,86.04 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.1 %,150.87 W,4,0.05 GB/s,1512 MHz,9.07 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,93.04 W,0.00 %,0.00 %,5.6 %,1410 MHz,4.3 %,149.01 W,4,0.05 GB/s,1512 MHz,9.36 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.84 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.4 %,146.68 W,4,0.05 GB/s,1512 MHz,9.25 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.84 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.4 %,141.64 W,4,0.05 GB/s,1512 MHz,9.30 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.84 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.8 %,143.19 W,4,0.05 GB/s,1512 MHz,9.10 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:28.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.73 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,146.01 W,4,0.05 GB/s,1512 MHz,8.97 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:29.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.73 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,143.91 W,4,0.05 GB/s,1512 MHz,9.19 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:29.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.67 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,147.07 W,4,0.05 GB/s,1512 MHz,8.97 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:29.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.70 W,0.00 %,0.00 %,5.6 %,1410 MHz,0.9 %,147.34 W,4,0.05 GB/s,1512 MHz,9.25 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:29.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,82.11 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.8 %,149.30 W,4,0.05 GB/s,1512 MHz,9.05 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:29.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.77 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,149.65 W,4,0.05 GB/s,1512 MHz,8.97 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:29.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.86 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.5 %,142.71 W,4,0.05 GB/s,1512 MHz,9.12 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:29.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.76 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,143.76 W,4,0.05 GB/s,1512 MHz,9.15 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:29.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.67 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.8 %,146.90 W,4,0.05 GB/s,1512 MHz,9.30 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:29.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,90.77 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.4 %,146.42 W,4,0.05 GB/s,1512 MHz,9.11 W,1410 MHz,59.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.85 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.8 %,147.00 W,4,0.05 GB/s,1512 MHz,9.32 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,92.04 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,149.26 W,4,0.05 GB/s,1512 MHz,9.15 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.46 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,145.94 W,4,0.05 GB/s,1512 MHz,9.17 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.17 W,0.00 %,0.00 %,5.6 %,1410 MHz,3.1 %,143.50 W,4,0.05 GB/s,1512 MHz,9.33 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.26 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,135.09 W,4,0.05 GB/s,1512 MHz,9.15 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.06 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,143.32 W,4,0.05 GB/s,1512 MHz,9.30 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.06 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,141.35 W,4,0.05 GB/s,1512 MHz,9.03 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.26 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.9 %,133.67 W,4,0.05 GB/s,1512 MHz,9.11 W,1410 MHz,58.00 °C,0.10 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.46 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.2 %,132.34 W,4,0.05 GB/s,1512 MHz,9.22 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:30.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.46 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.2 %,130.47 W,4,0.05 GB/s,1512 MHz,9.22 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:31.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.56 W,0.00 %,0.00 %,5.6 %,1410 MHz,1.6 %,132.66 W,4,0.05 GB/s,1512 MHz,9.24 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:31.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.36 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.2 %,133.09 W,4,0.05 GB/s,1512 MHz,9.24 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:31.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.36 W,0.00 %,0.00 %,5.6 %,1410 MHz,2.5 %,133.48 W,4,0.05 GB/s,1512 MHz,9.17 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
2025-05-07 16:35:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,0.00 GB/s,0.00 GB/s,90.02 %,0.00 %,0.00 %,91.46 W,0.00 %,0.00 %,5.6 %,1410 MHz,0.6 %,133.91 W,4,0.05 GB/s,1512 MHz,9.37 W,1410 MHz,58.00 °C,0.12 GB/s,16,0.00 %,0.00 %
