timestamp,task_name,name,index,power.draw [W],nvlink_tx_bytes,pcie.link.width.current,usage.memory [%],pcie_tx_bytes,tensor_active,cpu_power,dram_power,clocks.current.sm [MHz],clocks.current.graphics [MHz],pcie.link.gen.current,sm_occupancy,sm_active,cpu_usage,temperature.memory,clocks.current.memory [MHz],pcie_rx_bytes,utilization.memory [%],dram_active,nvlink_rx_bytes,dram_usage,utilization.gpu [%],temperature.gpu
2025-05-07 15:50:37.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,89.67 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,110.45 W,9.37 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,88.89 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,131.34 W,9.14 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,87.00 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,135.28 W,9.18 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.84 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.45 W,9.07 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.33 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,151.77 W,9.11 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.04 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.01 W,9.05 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,86.03 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.23 W,9.12 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.13 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.18 W,9.20 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.75 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.33 W,9.25 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,86.03 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,145.97 W,8.88 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,86.42 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.42 W,9.18 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,0.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.81 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,143.57 W,9.12 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,87.00 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.27 W,9.18 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.57 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.90 W,9.11 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.1 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.07 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,140.31 W,9.09 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.5 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.76 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,151.03 W,9.17 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,3.7 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.25 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,151.94 W,8.97 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.3 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.25 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.07 W,9.09 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.15 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,141.05 W,9.18 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.5 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.75 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,145.14 W,9.17 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.44 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,140.04 W,9.06 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.44 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,142.34 W,9.10 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.5 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.44 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,143.33 W,9.20 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.94 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,151.39 W,9.45 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,5.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.44 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,144.76 W,9.05 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.13 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,149.39 W,9.18 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.63 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.23 W,8.99 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,86.03 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,149.72 W,9.06 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.13 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.34 W,9.11 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.49 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,148.98 W,9.34 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.70 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.66 W,9.12 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,81.59 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,144.99 W,9.26 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.81 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,143.02 W,8.99 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.60 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,136.29 W,9.15 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.52 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,136.44 W,9.14 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.52 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,133.21 W,9.16 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.32 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,144.51 W,9.18 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.42 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,144.44 W,8.90 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.33 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,149.21 W,8.99 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.1 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.52 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.14 W,8.93 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.13 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,143.73 W,9.15 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,0.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.13 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,148.97 W,9.08 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.86 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,149.33 W,9.21 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.23 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,148.40 W,9.24 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.52 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,148.59 W,9.16 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.40 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,150.68 W,9.29 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:42.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.20 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.71 W,9.18 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:42.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.22 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.20 W,9.07 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:42.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.30 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,149.94 W,9.07 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,57.00 °C
2025-05-07 15:50:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.13 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,151.32 W,9.04 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.23 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,153.54 W,9.20 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.13 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.29 W,9.17 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.22 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,148.12 W,9.13 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.5 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.11 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,142.14 W,9.11 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.01 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,134.77 W,9.29 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,3.1 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.22 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,131.06 W,9.25 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,79.84 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,126.26 W,9.13 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.63 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,143.81 W,8.96 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.5 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.72 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.97 W,9.02 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.63 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,144.09 W,9.03 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.63 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.89 W,9.17 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.5 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.04 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,152.48 W,9.19 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,0.6 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,80.53 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.06 W,9.00 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.47 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.96 W,8.95 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,79.91 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,151.33 W,9.08 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,79.94 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.35 W,9.06 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.5 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,79.65 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.29 W,9.10 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,79.74 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,151.01 W,9.38 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,4.1 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,79.81 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,149.00 W,9.38 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,3.1 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
2025-05-07 15:50:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,79.75 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,145.61 W,9.45 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,4.1 %,57.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,56.00 °C
