timestamp,task_name,name,index,sm_occupancy,pcie.link.gen.current,temperature.gpu,clocks.current.memory [MHz],sm_active,cpu_usage,pcie.link.width.current,clocks.current.sm [MHz],tensor_active,pcie_rx_bytes,dram_power,nvlink_tx_bytes,utilization.gpu [%],utilization.memory [%],power.draw [W],pcie_tx_bytes,dram_usage,nvlink_rx_bytes,clocks.current.graphics [MHz],usage.memory [%],dram_active,temperature.memory,cpu_power
2025-05-07 16:39:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.18 W,0.00 GB/s,0.00 %,0.00 %,93.04 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,150.82 W
2025-05-07 16:39:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.27 W,0.00 GB/s,0.00 %,0.00 %,93.13 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,151.17 W
2025-05-07 16:39:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,4.4 %,16,1410 MHz,0.00 %,0.05 GB/s,9.20 W,0.00 GB/s,0.00 %,0.00 %,93.20 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,151.90 W
2025-05-07 16:39:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.18 W,0.00 GB/s,0.00 %,0.00 %,93.30 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,153.19 W
2025-05-07 16:39:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,8.97 W,0.00 GB/s,0.00 %,0.00 %,93.23 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,147.39 W
2025-05-07 16:39:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.05 W,0.00 GB/s,0.00 %,0.00 %,93.30 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,150.07 W
2025-05-07 16:39:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.12 W,0.00 GB/s,0.00 %,0.00 %,93.10 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,148.03 W
2025-05-07 16:39:52.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.17 W,0.00 GB/s,0.00 %,0.00 %,93.30 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,149.58 W
2025-05-07 16:39:52.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.05 W,0.00 GB/s,0.00 %,0.00 %,93.49 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,152.15 W
2025-05-07 16:39:52.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.08 W,0.00 GB/s,0.00 %,0.00 %,93.60 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,150.46 W
2025-05-07 16:39:52.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.06 W,0.00 GB/s,0.00 %,0.00 %,93.79 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,149.85 W
2025-05-07 16:39:52.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,8.95 W,0.00 GB/s,0.00 %,0.00 %,93.49 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,149.61 W
2025-05-07 16:39:52.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.16 W,0.00 GB/s,0.00 %,0.00 %,94.35 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,149.94 W
2025-05-07 16:39:52.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,4.4 %,16,1410 MHz,0.00 %,0.05 GB/s,9.24 W,0.00 GB/s,0.00 %,0.00 %,94.74 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,147.67 W
2025-05-07 16:39:52.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.22 W,0.00 GB/s,0.00 %,0.00 %,93.69 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,141.63 W
2025-05-07 16:39:52.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.4 %,16,1410 MHz,0.00 %,0.05 GB/s,9.12 W,0.00 GB/s,0.00 %,0.00 %,93.43 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,142.18 W
2025-05-07 16:39:52.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,3.1 %,16,1410 MHz,0.00 %,0.05 GB/s,9.31 W,0.00 GB/s,0.00 %,0.00 %,93.33 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,148.88 W
2025-05-07 16:39:53.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.08 W,0.00 GB/s,0.00 %,0.00 %,93.43 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,147.73 W
2025-05-07 16:39:53.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,0.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.25 W,0.00 GB/s,0.00 %,0.00 %,93.52 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,149.38 W
2025-05-07 16:39:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.22 W,0.00 GB/s,0.00 %,0.00 %,82.89 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,147.35 W
2025-05-07 16:39:53.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.26 W,0.00 GB/s,0.00 %,0.00 %,93.90 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,150.62 W
2025-05-07 16:39:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.12 W,0.00 GB/s,0.00 %,0.00 %,93.62 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,150.54 W
2025-05-07 16:39:53.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.09 W,0.00 GB/s,0.00 %,0.00 %,92.82 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,149.52 W
2025-05-07 16:39:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.10 W,0.00 GB/s,0.00 %,0.00 %,92.54 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,147.93 W
2025-05-07 16:39:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.05 W,0.00 GB/s,0.00 %,0.00 %,93.50 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.40 W
2025-05-07 16:39:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,4.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.34 W,0.00 GB/s,0.00 %,0.00 %,93.67 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,147.97 W
2025-05-07 16:39:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,7.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.96 W,0.00 GB/s,0.00 %,0.00 %,93.00 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,146.91 W
2025-05-07 16:39:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.38 W,0.00 GB/s,0.00 %,0.00 %,92.82 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,147.33 W
2025-05-07 16:39:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.04 W,0.00 GB/s,0.00 %,0.00 %,92.70 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.33 W
2025-05-07 16:39:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.17 W,0.00 GB/s,0.00 %,0.00 %,92.63 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,151.45 W
2025-05-07 16:39:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.14 W,0.00 GB/s,0.00 %,0.00 %,92.94 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,153.10 W
2025-05-07 16:39:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.06 W,0.00 GB/s,0.00 %,0.00 %,92.91 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,150.53 W
2025-05-07 16:39:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.11 W,0.00 GB/s,0.00 %,0.00 %,92.91 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,147.84 W
2025-05-07 16:39:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,4.0 %,16,1410 MHz,0.00 %,0.05 GB/s,9.07 W,0.00 GB/s,0.00 %,0.00 %,93.04 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,150.35 W
2025-05-07 16:39:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.20 W,0.00 GB/s,0.00 %,0.00 %,92.73 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,151.09 W
2025-05-07 16:39:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.31 W,0.00 GB/s,0.00 %,0.00 %,92.54 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.73 W
2025-05-07 16:39:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,3.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.24 W,0.00 GB/s,0.00 %,0.00 %,92.54 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,153.31 W
2025-05-07 16:39:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,3.4 %,16,1410 MHz,0.00 %,0.05 GB/s,9.36 W,0.00 GB/s,0.00 %,0.00 %,93.99 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.55 W
2025-05-07 16:39:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,4.3 %,16,1410 MHz,0.00 %,0.05 GB/s,9.15 W,0.00 GB/s,0.00 %,0.00 %,85.04 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,150.05 W
2025-05-07 16:39:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.37 W,0.00 GB/s,0.00 %,0.00 %,91.33 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,148.26 W
2025-05-07 16:39:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.12 W,0.00 GB/s,0.00 %,0.00 %,91.33 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,150.44 W
2025-05-07 16:39:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.15 W,0.00 GB/s,0.00 %,0.00 %,83.17 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,148.19 W
2025-05-07 16:39:55.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.20 W,0.00 GB/s,0.00 %,0.00 %,91.82 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,146.94 W
2025-05-07 16:39:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,4.0 %,16,1410 MHz,0.00 %,0.05 GB/s,9.52 W,0.00 GB/s,0.00 %,0.00 %,89.67 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,147.14 W
2025-05-07 16:39:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,60.00 °C,1512 MHz,0.00 %,2.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.17 W,0.00 GB/s,0.00 %,0.00 %,88.89 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.26 W
2025-05-07 16:39:55.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.05 W,0.00 GB/s,0.00 %,0.00 %,89.28 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,144.28 W
2025-05-07 16:39:55.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.19 W,0.00 GB/s,0.00 %,0.00 %,89.77 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,152.99 W
2025-05-07 16:39:56.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,7.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.21 W,0.00 GB/s,0.00 %,0.00 %,89.58 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.04 W
2025-05-07 16:39:56.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.12 W,0.00 GB/s,0.00 %,0.00 %,89.88 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,148.61 W
2025-05-07 16:39:56.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,2.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.13 W,0.00 GB/s,0.00 %,0.00 %,89.98 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.17 W
2025-05-07 16:39:56.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,3.1 %,16,1410 MHz,0.00 %,0.05 GB/s,9.28 W,0.00 GB/s,0.00 %,0.00 %,89.48 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,148.91 W
2025-05-07 16:39:56.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,2.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.17 W,0.00 GB/s,0.00 %,0.00 %,89.48 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,151.31 W
2025-05-07 16:39:56.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.15 W,0.00 GB/s,0.00 %,0.00 %,89.98 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,150.90 W
2025-05-07 16:39:56.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.19 W,0.00 GB/s,0.00 %,0.00 %,89.88 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,147.38 W
2025-05-07 16:39:56.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.03 W,0.00 GB/s,0.00 %,0.00 %,91.05 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.47 W
2025-05-07 16:39:56.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,4.0 %,16,1410 MHz,0.00 %,0.05 GB/s,9.03 W,0.00 GB/s,0.00 %,0.00 %,91.65 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,151.10 W
2025-05-07 16:39:56.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.25 W,0.00 GB/s,0.00 %,0.00 %,90.47 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,152.79 W
2025-05-07 16:39:57.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.12 W,0.00 GB/s,0.00 %,0.00 %,90.36 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.19 W
2025-05-07 16:39:57.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.00 W,0.00 GB/s,0.00 %,0.00 %,90.47 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.34 W
2025-05-07 16:39:57.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,8.98 W,0.00 GB/s,0.00 %,0.00 %,90.66 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.72 W
2025-05-07 16:39:57.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.5 %,16,1410 MHz,0.00 %,0.05 GB/s,8.89 W,0.00 GB/s,0.00 %,0.00 %,90.86 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.99 W
2025-05-07 16:39:57.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,0.3 %,16,1410 MHz,0.00 %,0.05 GB/s,9.13 W,0.00 GB/s,0.00 %,0.00 %,91.55 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,148.13 W
2025-05-07 16:39:57.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,2.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.06 W,0.00 GB/s,0.00 %,0.00 %,82.77 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,148.84 W
2025-05-07 16:39:57.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,2.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.31 W,0.00 GB/s,0.00 %,0.00 %,91.15 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.37 W
2025-05-07 16:39:57.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,8.95 W,0.00 GB/s,0.00 %,0.00 %,89.87 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,150.67 W
2025-05-07 16:39:57.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.05 W,0.00 GB/s,0.00 %,0.00 %,89.86 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,150.47 W
2025-05-07 16:39:57.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.03 W,0.00 GB/s,0.00 %,0.00 %,89.98 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,153.81 W
2025-05-07 16:39:58.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.15 W,0.00 GB/s,0.00 %,0.00 %,90.57 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.82 W
2025-05-07 16:39:58.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.19 W,0.00 GB/s,0.00 %,0.00 %,91.55 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,150.55 W
2025-05-07 16:39:58.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,59.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.21 W,0.00 GB/s,0.00 %,0.00 %,90.38 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,61.00 °C,149.16 W
