timestamp,task_name,name,index,sm_active,temperature.gpu,nvlink_rx_bytes,pcie_tx_bytes,tensor_active,pcie.link.gen.current,sm_occupancy,clocks.current.memory [MHz],dram_active,pcie_rx_bytes,usage.memory [%],clocks.current.graphics [MHz],cpu_power,pcie.link.width.current,clocks.current.sm [MHz],temperature.memory,nvlink_tx_bytes,cpu_usage,dram_power,power.draw [W],utilization.memory [%],dram_usage,utilization.gpu [%]
2025-05-07 16:33:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.89 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.8 %,9.25 W,84.45 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.92 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,9.18 W,84.35 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.25 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.03 W,84.75 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:37.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,150.69 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.8 %,9.15 W,84.55 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,151.06 W,16,1410 MHz,61.00 °C,0.00 GB/s,3.7 %,9.35 W,84.74 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.06 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.2 %,9.01 W,84.44 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.96 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.06 W,85.15 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.54 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.01 W,85.44 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.28 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.2 %,9.24 W,86.12 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.43 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.5 %,9.14 W,86.33 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,144.26 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,9.00 W,86.33 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,140.69 W,16,1410 MHz,61.00 °C,0.00 GB/s,3.1 %,9.37 W,83.70 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.01 W,16,1410 MHz,61.00 °C,0.00 GB/s,4.0 %,9.32 W,83.70 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.04 W,16,1410 MHz,61.00 °C,0.00 GB/s,3.1 %,9.15 W,93.30 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.53 W,16,1410 MHz,61.00 °C,0.00 GB/s,3.4 %,9.41 W,93.59 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.57 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.31 W,85.43 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.67 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.2 %,9.27 W,86.12 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.54 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,9.28 W,85.04 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.39 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.2 %,9.38 W,84.64 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,150.14 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.2 %,9.21 W,84.54 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.28 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.5 %,9.10 W,84.34 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.86 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.5 %,9.15 W,84.34 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,150.98 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.05 W,84.64 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.36 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,9.06 W,83.48 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.53 W,16,1410 MHz,61.00 °C,0.00 GB/s,3.1 %,9.19 W,84.25 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.45 W,16,1410 MHz,61.00 °C,0.00 GB/s,3.7 %,9.41 W,83.48 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.20 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.02 W,83.38 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.17 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,9.09 W,83.17 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.30 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.2 %,9.05 W,83.20 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,151.11 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.1 %,9.06 W,82.98 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.14 W,16,1410 MHz,61.00 °C,0.00 GB/s,0.9 %,9.30 W,83.17 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.16 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.8 %,9.19 W,92.64 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,145.77 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.5 %,8.99 W,84.16 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.47 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.8 %,9.07 W,86.03 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.23 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,9.11 W,83.77 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.05 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,9.06 W,84.35 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,145.49 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.8 %,9.34 W,84.84 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.69 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,9.13 W,91.81 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.71 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.2 %,9.25 W,86.91 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,144.82 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.8 %,9.15 W,86.52 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.31 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.5 %,8.99 W,86.52 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.92 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,8.96 W,88.00 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.35 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.17 W,87.41 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.93 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.5 %,9.10 W,86.82 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,150.76 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.8 %,9.26 W,85.64 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.01 W,16,1410 MHz,61.00 °C,0.00 GB/s,3.4 %,9.19 W,85.83 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.88 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.8 %,9.03 W,85.44 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.07 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,9.07 W,85.54 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.68 W,16,1410 MHz,61.00 °C,0.00 GB/s,3.4 %,9.21 W,85.92 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,151.41 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.2 %,9.29 W,86.52 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.32 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.8 %,9.27 W,85.74 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,152.41 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.08 W,85.04 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,145.60 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.03 W,87.20 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.77 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.9 %,9.18 W,85.64 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,59.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.68 W,16,1410 MHz,61.00 °C,0.00 GB/s,0.6 %,9.16 W,84.64 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.64 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.2 %,9.10 W,84.54 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,155.97 W,16,1410 MHz,61.00 °C,0.00 GB/s,1.6 %,8.91 W,91.79 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.67 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.5 %,9.08 W,86.52 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.75 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.2 %,9.04 W,86.02 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,145.42 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.6 %,9.15 W,86.33 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.42 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.6 %,9.23 W,86.62 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,145.87 W,16,1410 MHz,59.00 °C,0.00 GB/s,2.5 %,9.21 W,86.62 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,145.17 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.9 %,9.18 W,85.74 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.32 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.9 %,9.17 W,87.10 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.21 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.6 %,9.20 W,85.83 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.63 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.6 %,9.09 W,85.74 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.28 W,16,1410 MHz,59.00 °C,0.00 GB/s,0.6 %,9.12 W,86.43 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,151.78 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.9 %,9.28 W,86.53 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.93 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.6 %,9.06 W,88.11 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,58.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.10 W,16,1410 MHz,59.00 °C,0.00 GB/s,1.5 %,9.19 W,87.70 W,0.00 %,5.6 %,0.00 %
