timestamp,task_name,name,index,clocks.current.memory [MHz],sm_occupancy,utilization.gpu [%],pcie.link.gen.current,usage.memory [%],utilization.memory [%],clocks.current.graphics [MHz],sm_active,dram_power,nvlink_tx_bytes,cpu_power,pcie_tx_bytes,cpu_usage,tensor_active,dram_active,temperature.gpu,pcie_rx_bytes,power.draw [W],dram_usage,nvlink_rx_bytes,pcie.link.width.current,clocks.current.sm [MHz],temperature.memory
2025-05-07 14:33:08.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.15 W,0.00 GB/s,145.71 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,88.74 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:08.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.30 W,0.00 GB/s,147.05 W,0.12 GB/s,3.4 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,88.39 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:08.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.04 W,0.00 GB/s,146.51 W,0.12 GB/s,2.5 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,89.42 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:08.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.17 W,0.00 GB/s,144.63 W,0.12 GB/s,1.2 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,87.70 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:08.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.10 W,0.00 GB/s,146.73 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,88.19 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:08.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.20 W,0.00 GB/s,145.15 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,87.81 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:08.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.99 W,0.00 GB/s,147.63 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,88.00 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:08.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.01 W,0.00 GB/s,148.82 W,0.12 GB/s,1.5 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,88.79 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:08.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.96 W,0.00 GB/s,149.87 W,0.12 GB/s,0.3 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.60 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:08.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.14 W,0.00 GB/s,152.78 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.58 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.25 W,0.00 GB/s,145.69 W,0.12 GB/s,1.8 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,88.79 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.13 W,0.00 GB/s,146.39 W,0.12 GB/s,1.5 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,89.57 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.16 W,0.00 GB/s,146.58 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,90.51 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.22 W,0.00 GB/s,148.04 W,0.12 GB/s,3.1 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,88.89 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.13 W,0.00 GB/s,149.59 W,0.12 GB/s,2.8 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,89.25 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.09 W,0.00 GB/s,148.02 W,0.12 GB/s,3.1 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,88.89 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.13 W,0.00 GB/s,145.67 W,0.12 GB/s,2.5 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.80 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.18 W,0.00 GB/s,145.60 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.80 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.26 W,0.00 GB/s,141.26 W,0.12 GB/s,1.8 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,91.12 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:09.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.17 W,0.00 GB/s,141.32 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.70 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:10.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.09 W,0.00 GB/s,146.69 W,0.12 GB/s,2.8 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.30 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:10.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.96 W,0.00 GB/s,141.13 W,0.12 GB/s,2.1 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,88.58 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:10.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.01 W,0.00 GB/s,144.78 W,0.12 GB/s,0.9 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,88.29 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:10.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.00 W,0.00 GB/s,146.85 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,88.29 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:10.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.00 W,0.00 GB/s,148.31 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.31 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.25 W,0.00 GB/s,146.25 W,0.12 GB/s,3.3 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,90.04 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.23 W,0.00 GB/s,149.33 W,0.12 GB/s,3.1 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,90.61 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.30 W,0.00 GB/s,141.68 W,0.12 GB/s,2.8 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,90.80 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:10.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.02 W,0.00 GB/s,142.74 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,91.11 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.03 W,0.00 GB/s,132.34 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,91.02 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.01 W,0.00 GB/s,147.38 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,90.34 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.20 W,0.00 GB/s,146.56 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,89.97 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.29 W,0.00 GB/s,142.68 W,0.12 GB/s,2.1 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,90.56 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.10 W,0.00 GB/s,140.40 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,90.66 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.98 W,0.00 GB/s,134.10 W,0.12 GB/s,1.8 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,89.67 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.12 W,0.00 GB/s,144.63 W,0.12 GB/s,2.8 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,88.20 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.10 W,0.00 GB/s,148.30 W,0.12 GB/s,3.1 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,89.08 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.26 W,0.00 GB/s,143.73 W,0.12 GB/s,3.7 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,88.19 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.05 W,0.00 GB/s,147.72 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,90.71 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.12 W,0.00 GB/s,149.98 W,0.12 GB/s,0.6 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.10 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.24 W,0.00 GB/s,134.08 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.10 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.28 W,0.00 GB/s,132.12 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,57.00 °C,0.05 GB/s,87.11 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:12.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.99 W,0.00 GB/s,142.46 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.80 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.18 W,0.00 GB/s,143.16 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.71 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.28 W,0.00 GB/s,135.41 W,0.12 GB/s,2.8 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.54 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.20 W,0.00 GB/s,128.68 W,0.12 GB/s,0.6 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.42 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.14 W,0.00 GB/s,135.87 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,84.75 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:12.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.03 W,0.00 GB/s,149.01 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,84.05 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:12.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.23 W,0.00 GB/s,149.38 W,0.12 GB/s,4.0 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.61 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.29 W,0.00 GB/s,146.38 W,0.12 GB/s,3.1 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.42 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.97 W,0.00 GB/s,147.25 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.42 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.23 W,0.00 GB/s,148.60 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.32 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:13.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.15 W,0.00 GB/s,148.30 W,0.12 GB/s,1.8 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.32 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.99 W,0.00 GB/s,147.83 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.32 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:13.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.15 W,0.00 GB/s,142.79 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.32 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.06 W,0.00 GB/s,145.14 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.32 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.14 W,0.00 GB/s,141.68 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.32 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.09 W,0.00 GB/s,142.30 W,0.12 GB/s,4.0 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.22 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.08 W,0.00 GB/s,144.65 W,0.12 GB/s,1.5 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.31 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.05 W,0.00 GB/s,147.82 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.11 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.13 W,0.00 GB/s,144.63 W,0.12 GB/s,3.0 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.01 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.23 W,0.00 GB/s,145.47 W,0.12 GB/s,3.7 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.01 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.34 W,0.00 GB/s,144.50 W,0.12 GB/s,3.4 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.94 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.25 W,0.00 GB/s,146.02 W,0.12 GB/s,3.4 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,90.11 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.28 W,0.00 GB/s,138.59 W,0.12 GB/s,8.4 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.87 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.02 W,0.00 GB/s,145.51 W,0.12 GB/s,2.5 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.76 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.34 W,0.00 GB/s,143.42 W,0.12 GB/s,2.5 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.87 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.19 W,0.00 GB/s,136.83 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.94 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:14.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.94 W,0.00 GB/s,134.99 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,88.79 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
2025-05-07 14:33:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.23 W,0.00 GB/s,134.92 W,0.12 GB/s,1.8 %,0.00 %,0.00 %,56.00 °C,0.05 GB/s,89.19 W,5.5 %,0.00 GB/s,16,1410 MHz,57.00 °C
