timestamp,task_name,name,index,cpu_usage,temperature.gpu,clocks.current.sm [MHz],pcie_rx_bytes,dram_active,usage.memory [%],pcie.link.gen.current,pcie_tx_bytes,clocks.current.memory [MHz],tensor_active,dram_power,utilization.gpu [%],dram_usage,sm_occupancy,nvlink_tx_bytes,power.draw [W],utilization.memory [%],temperature.memory,clocks.current.graphics [MHz],cpu_power,pcie.link.width.current,sm_active,nvlink_rx_bytes
2025-05-07 14:38:27.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.08 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.67 W,0.00 %,61.00 °C,1410 MHz,148.26 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:27.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.04 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.67 W,0.00 %,61.00 °C,1410 MHz,146.84 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:27.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.22 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,82.57 W,0.00 %,61.00 °C,1410 MHz,146.66 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:27.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.08 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.48 W,0.00 %,61.00 °C,1410 MHz,145.91 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.6 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.19 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.38 W,0.00 %,61.00 °C,1410 MHz,147.16 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.14 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,80.82 W,0.00 %,61.00 °C,1410 MHz,146.69 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.08 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.20 W,0.00 %,61.00 °C,1410 MHz,147.37 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.95 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.79 W,0.00 %,61.00 °C,1410 MHz,153.23 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.3 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.16 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.79 W,0.00 %,61.00 °C,1410 MHz,147.40 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.25 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.72 W,0.00 %,61.00 °C,1410 MHz,148.78 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.98 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.79 W,0.00 %,61.00 °C,1410 MHz,140.87 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.22 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.84 W,0.00 %,61.00 °C,1410 MHz,140.61 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.87 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.84 W,0.00 %,61.00 °C,1410 MHz,150.06 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:28.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.16 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.72 W,0.00 %,59.00 °C,1410 MHz,144.51 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.25 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.72 W,0.00 %,59.00 °C,1410 MHz,143.99 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.15 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.69 W,0.00 %,59.00 °C,1410 MHz,144.94 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.14 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.69 W,0.00 %,59.00 °C,1410 MHz,147.27 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.19 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.81 W,0.00 %,59.00 °C,1410 MHz,145.14 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.03 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.79 W,0.00 %,59.00 °C,1410 MHz,152.43 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.30 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.69 W,0.00 %,59.00 °C,1410 MHz,150.95 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.28 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.72 W,0.00 %,59.00 °C,1410 MHz,149.55 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.3 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.14 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.74 W,0.00 %,59.00 °C,1410 MHz,147.67 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.14 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,80.14 W,0.00 %,59.00 °C,1410 MHz,149.65 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:29.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.19 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.84 W,0.00 %,59.00 °C,1410 MHz,139.72 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.20 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.16 W,0.00 %,59.00 °C,1410 MHz,135.18 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.05 W,0.00 %,59.00 °C,1410 MHz,142.03 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.02 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.20 W,0.00 %,59.00 °C,1410 MHz,140.09 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.2 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.96 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.42 W,0.00 %,59.00 °C,1410 MHz,145.01 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.23 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.55 W,0.00 %,59.00 °C,1410 MHz,146.09 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.12 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.16 W,0.00 %,59.00 °C,1410 MHz,149.78 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.1 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.10 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.05 W,0.00 %,59.00 °C,1410 MHz,148.96 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.12 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.05 W,0.00 %,59.00 °C,1410 MHz,147.27 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.13 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.06 W,0.00 %,59.00 °C,1410 MHz,141.91 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:30.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.3 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.40 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.26 W,0.00 %,59.00 °C,1410 MHz,139.30 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.11 GB/s,1512 MHz,0.00 %,9.22 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.26 W,0.00 %,59.00 °C,1410 MHz,141.64 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.6 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.29 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.35 W,0.00 %,59.00 °C,1410 MHz,143.03 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.25 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.35 W,0.00 %,59.00 °C,1410 MHz,148.61 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.23 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,80.91 W,0.00 %,59.00 °C,1410 MHz,146.60 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,58.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.13 GB/s,1512 MHz,0.00 %,8.93 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.00 W,0.00 %,59.00 °C,1410 MHz,144.79 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.10 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,86.62 W,0.00 %,59.00 °C,1410 MHz,147.99 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.22 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.70 W,0.00 %,59.00 °C,1410 MHz,148.29 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.06 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.70 W,0.00 %,59.00 °C,1410 MHz,152.66 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.08 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.41 W,0.00 %,59.00 °C,1410 MHz,147.30 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.30 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,86.71 W,0.00 %,59.00 °C,1410 MHz,147.32 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.24 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,88.10 W,0.00 %,59.00 °C,1410 MHz,145.14 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,88.60 W,0.00 %,59.00 °C,1410 MHz,147.02 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.07 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.70 W,0.00 %,59.00 °C,1410 MHz,147.16 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.08 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.21 W,0.00 %,59.00 °C,1410 MHz,147.88 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.31 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.50 W,0.00 %,59.00 °C,1410 MHz,145.55 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.29 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.60 W,0.00 %,59.00 °C,1410 MHz,148.04 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.20 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.70 W,0.00 %,59.00 °C,1410 MHz,147.75 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.20 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,88.39 W,0.00 %,59.00 °C,1410 MHz,147.86 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.00 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,87.80 W,0.00 %,59.00 °C,1410 MHz,146.01 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:32.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.01 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,88.29 W,0.00 %,59.00 °C,1410 MHz,152.31 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:33.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.05 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,88.98 W,0.00 %,59.00 °C,1410 MHz,148.07 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:33.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.03 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,89.58 W,0.00 %,59.00 °C,1410 MHz,142.27 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:33.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.25 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.45 W,0.00 %,59.00 °C,1410 MHz,143.14 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:33.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.10 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,79.45 W,0.00 %,59.00 °C,1410 MHz,145.63 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:33.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.11 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,90.21 W,0.00 %,59.00 °C,1410 MHz,149.34 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:33.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.92 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.88 W,0.00 %,59.00 °C,1410 MHz,146.18 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:33.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.2 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.00 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,82.38 W,0.00 %,59.00 °C,1410 MHz,149.18 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:33.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.4 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.07 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,82.18 W,0.00 %,59.00 °C,1410 MHz,146.26 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:33.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.10 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,82.28 W,0.00 %,59.00 °C,1410 MHz,147.43 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:34.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.2 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.03 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.78 W,0.00 %,59.00 °C,1410 MHz,146.50 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:34.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.4 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.20 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,82.57 W,0.00 %,59.00 °C,1410 MHz,147.18 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:34.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.13 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.98 W,0.00 %,59.00 °C,1410 MHz,149.81 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:34.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.88 W,0.00 %,59.00 °C,1410 MHz,141.89 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:34.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.30 W,0.00 %,59.00 °C,1410 MHz,138.52 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:34.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.5 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.21 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,81.30 W,0.00 %,59.00 °C,1410 MHz,147.53 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:34.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,57.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.14 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,89.87 W,0.00 %,59.00 °C,1410 MHz,146.52 W,16,0.00 %,0.00 GB/s
