timestamp,task_name,name,index,usage.memory [%],tensor_active,dram_usage,pcie.link.width.current,clocks.current.sm [MHz],nvlink_rx_bytes,pcie_tx_bytes,dram_power,clocks.current.memory [MHz],nvlink_tx_bytes,sm_active,power.draw [W],cpu_power,pcie.link.gen.current,temperature.memory,clocks.current.graphics [MHz],dram_active,pcie_rx_bytes,utilization.memory [%],temperature.gpu,cpu_usage,utilization.gpu [%],sm_occupancy
2025-05-07 15:45:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.03 W,1512 MHz,0.00 GB/s,0.00 %,88.20 W,144.71 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,2.1 %,0.00 %,0.00 %
2025-05-07 15:45:13.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.06 W,1512 MHz,0.00 GB/s,0.00 %,88.10 W,144.85 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.05 W,1512 MHz,0.00 GB/s,0.00 %,88.49 W,144.72 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:13.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.95 W,1512 MHz,0.00 GB/s,0.00 %,88.49 W,145.63 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.14 W,1512 MHz,0.00 GB/s,0.00 %,89.25 W,147.02 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.06 W,1512 MHz,0.00 GB/s,0.00 %,89.44 W,147.06 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.29 W,1512 MHz,0.00 GB/s,0.00 %,89.52 W,148.31 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.35 W,1512 MHz,0.00 GB/s,0.00 %,89.94 W,146.82 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,5.9 %,0.00 %,0.00 %
2025-05-07 15:45:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.10 W,1512 MHz,0.00 GB/s,0.00 %,89.94 W,148.10 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.33 W,1512 MHz,0.00 GB/s,0.00 %,90.01 W,146.09 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,2.1 %,0.00 %,0.00 %
2025-05-07 15:45:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.05 W,1512 MHz,0.00 GB/s,0.00 %,89.13 W,149.40 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.19 W,1512 MHz,0.00 GB/s,0.00 %,89.52 W,146.18 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.2 %,0.00 %,0.00 %
2025-05-07 15:45:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.17 W,1512 MHz,0.00 GB/s,0.00 %,89.61 W,145.52 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.2 %,0.00 %,0.00 %
2025-05-07 15:45:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.19 W,1512 MHz,0.00 GB/s,0.00 %,89.84 W,145.45 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.37 W,1512 MHz,0.00 GB/s,0.00 %,89.28 W,153.50 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,7.9 %,0.00 %,0.00 %
2025-05-07 15:45:14.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.27 W,1512 MHz,0.00 GB/s,0.00 %,89.47 W,147.71 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,3.1 %,0.00 %,0.00 %
2025-05-07 15:45:14.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.23 W,1512 MHz,0.00 GB/s,0.00 %,89.64 W,148.87 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,5.0 %,0.00 %,0.00 %
2025-05-07 15:45:14.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.99 W,1512 MHz,0.00 GB/s,0.00 %,89.67 W,148.27 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.19 W,1512 MHz,0.00 GB/s,0.00 %,90.07 W,139.70 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:15.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.24 W,1512 MHz,0.00 GB/s,0.00 %,90.07 W,145.68 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,4.7 %,0.00 %,0.00 %
2025-05-07 15:45:15.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.21 W,1512 MHz,0.00 GB/s,0.00 %,90.42 W,148.71 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:15.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.29 W,1512 MHz,0.00 GB/s,0.00 %,90.44 W,148.80 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:15.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.98 W,1512 MHz,0.00 GB/s,0.00 %,90.26 W,149.80 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:15.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.17 W,1512 MHz,0.00 GB/s,0.00 %,90.44 W,145.90 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:15.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.10 W,1512 MHz,0.00 GB/s,0.00 %,90.56 W,147.17 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:15.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.16 W,1512 MHz,0.00 GB/s,0.00 %,90.76 W,147.47 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:15.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.09 W,1512 MHz,0.00 GB/s,0.00 %,90.45 W,146.38 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:15.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.05 W,1512 MHz,0.00 GB/s,0.00 %,90.86 W,145.68 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:16.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.10 W,1512 MHz,0.00 GB/s,0.00 %,90.66 W,139.55 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:16.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.23 W,1512 MHz,0.00 GB/s,0.00 %,90.86 W,139.67 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,58.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:16.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.16 W,1512 MHz,0.00 GB/s,0.00 %,90.54 W,139.86 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,0.6 %,0.00 %,0.00 %
2025-05-07 15:45:16.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.19 W,1512 MHz,0.00 GB/s,0.00 %,80.60 W,146.73 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:16.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.17 W,1512 MHz,0.00 GB/s,0.00 %,90.71 W,147.41 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.7 %,0.00 %,0.00 %
2025-05-07 15:45:16.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.22 W,1512 MHz,0.00 GB/s,0.00 %,89.47 W,152.46 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,3.1 %,0.00 %,0.00 %
2025-05-07 15:45:16.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.11 W,1512 MHz,0.00 GB/s,0.00 %,89.47 W,147.84 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:16.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.96 W,1512 MHz,0.00 GB/s,0.00 %,89.71 W,146.84 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:16.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.23 W,1512 MHz,0.00 GB/s,0.00 %,89.47 W,146.94 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:16.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.34 W,1512 MHz,0.00 GB/s,0.00 %,89.64 W,142.56 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:17.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.13 W,1512 MHz,0.00 GB/s,0.00 %,89.64 W,147.11 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,3.4 %,0.00 %,0.00 %
2025-05-07 15:45:17.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.16 W,1512 MHz,0.00 GB/s,0.00 %,89.47 W,146.13 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:17.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.13 W,1512 MHz,0.00 GB/s,0.00 %,89.76 W,148.54 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,0.9 %,0.00 %,0.00 %
2025-05-07 15:45:17.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.13 W,1512 MHz,0.00 GB/s,0.00 %,80.31 W,146.21 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:17.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.06 W,1512 MHz,0.00 GB/s,0.00 %,89.08 W,147.49 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:17.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.29 W,1512 MHz,0.00 GB/s,0.00 %,87.80 W,147.59 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,0.3 %,0.00 %,0.00 %
2025-05-07 15:45:17.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.10 W,1512 MHz,0.00 GB/s,0.00 %,80.41 W,135.70 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:17.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.25 W,1512 MHz,0.00 GB/s,0.00 %,91.62 W,132.98 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:17.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.06 W,1512 MHz,0.00 GB/s,0.00 %,85.33 W,149.35 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,3.0 %,0.00 %,0.00 %
2025-05-07 15:45:18.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.09 W,1512 MHz,0.00 GB/s,0.00 %,84.34 W,147.53 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:18.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.05 W,1512 MHz,0.00 GB/s,0.00 %,84.05 W,145.77 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:18.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.31 W,1512 MHz,0.00 GB/s,0.00 %,84.34 W,143.56 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:18.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.95 W,1512 MHz,0.00 GB/s,0.00 %,84.15 W,144.81 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:18.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.09 W,1512 MHz,0.00 GB/s,0.00 %,83.86 W,143.43 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:18.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.11 GB/s,9.26 W,1512 MHz,0.00 GB/s,0.00 %,83.76 W,148.73 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:18.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.23 W,1512 MHz,0.00 GB/s,0.00 %,83.57 W,148.89 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:18.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.05 W,1512 MHz,0.00 GB/s,0.00 %,82.97 W,147.92 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.8 %,0.00 %,0.00 %
2025-05-07 15:45:18.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.15 W,1512 MHz,0.00 GB/s,0.00 %,83.47 W,146.81 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,4.6 %,0.00 %,0.00 %
2025-05-07 15:45:18.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.04 W,1512 MHz,0.00 GB/s,0.00 %,82.57 W,150.60 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,3.1 %,0.00 %,0.00 %
2025-05-07 15:45:19.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.21 W,1512 MHz,0.00 GB/s,0.00 %,83.47 W,145.96 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:19.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.36 W,1512 MHz,0.00 GB/s,0.00 %,83.28 W,147.03 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,9.0 %,0.00 %,0.00 %
2025-05-07 15:45:19.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.11 W,1512 MHz,0.00 GB/s,0.00 %,82.97 W,146.89 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.8 %,0.00 %,0.00 %
2025-05-07 15:45:19.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.13 W,1512 MHz,0.00 GB/s,0.00 %,83.17 W,149.19 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:19.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.04 W,1512 MHz,0.00 GB/s,0.00 %,82.87 W,145.50 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:19.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.26 W,1512 MHz,0.00 GB/s,0.00 %,83.07 W,144.80 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:19.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.20 W,1512 MHz,0.00 GB/s,0.00 %,82.86 W,141.70 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,57.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:19.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.07 W,1512 MHz,0.00 GB/s,0.00 %,82.38 W,141.85 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:19.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.96 W,1512 MHz,0.00 GB/s,0.00 %,82.07 W,145.30 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:19.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.09 W,1512 MHz,0.00 GB/s,0.00 %,82.38 W,148.43 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:20.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.14 W,1512 MHz,0.00 GB/s,0.00 %,82.18 W,147.53 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:20.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.17 W,1512 MHz,0.00 GB/s,0.00 %,81.98 W,143.41 W,4,57.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,4.0 %,0.00 %,0.00 %
2025-05-07 15:45:20.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.26 W,1512 MHz,0.00 GB/s,0.00 %,81.88 W,148.62 W,4,59.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,56.00 °C,2.8 %,0.00 %,0.00 %
